startx,starty,goalx,goaly,imagenumber
86,79,3,79,0
99,19,31,20,0
87,85,82,117,0
11,70,116,27,0
67,106,75,62,0
39,118,114,5,0
11,57,93,102,0
99,11,80,34,0
65,13,66,35,0
91,25,101,82,0
48,50,27,2,0
14,58,82,114,0
78,103,74,8,0
43,89,53,16,0
104,25,56,60,0
82,62,68,23,0
65,86,9,9,0
80,73,72,0,0
84,76,40,45,0
44,19,104,82,0
52,17,101,79,0
93,85,24,111,0
73,99,61,90,0
42,19,55,11,0
79,40,12,69,0
75,97,85,89,0
114,79,43,4,0
68,23,98,71,0
103,81,41,46,0
80,10,104,21,0
111,81,68,34,0
99,28,13,53,0
115,93,42,100,0
65,36,68,86,0
23,101,5,85,0
28,40,64,16,0
48,28,72,27,0
43,27,71,66,0
64,82,100,9,0
48,17,54,93,0
76,10,75,80,0
94,7,52,114,0
84,71,69,117,0
88,1,60,33,0
98,86,89,92,0
23,94,85,22,0
109,2,5,68,0
10,76,3,57,0
13,7,91,22,0
24,26,78,75,0
8,58,81,75,0
83,24,14,88,0
115,24,98,31,0
64,70,86,7,0
107,34,102,18,0
89,29,79,6,0
79,106,52,107,0
111,73,99,26,0
73,23,26,104,0
76,42,61,103,0
111,26,61,20,0
116,111,96,72,1
55,24,101,111,1
8,40,24,28,1
103,23,67,82,1
82,62,110,19,1
60,33,116,33,1
34,97,88,23,1
94,13,24,65,1
116,33,95,15,1
27,65,95,117,1
93,76,103,63,1
75,62,48,6,1
105,100,91,2,1
114,91,43,83,1
15,35,110,9,1
56,79,97,39,1
111,10,105,73,1
105,16,36,78,1
67,51,88,107,1
96,32,69,78,1
32,10,108,50,1
101,57,40,35,1
113,114,14,94,1
83,30,76,76,1
27,118,27,17,1
32,40,94,23,1
97,63,7,106,1
15,34,84,52,1
18,77,21,93,1
5,115,41,111,1
17,97,95,11,1
8,49,81,80,1
95,29,91,21,1
35,86,53,71,1
111,6,29,30,1
19,80,100,40,1
114,31,80,60,1
8,73,29,76,1
98,50,23,32,1
106,0,58,96,1
28,111,21,70,1
110,67,105,1,1
87,19,32,65,1
12,46,98,30,1
84,46,34,25,1
36,70,40,82,1
72,82,104,24,1
35,27,112,28,1
104,3,19,70,1
84,26,69,91,1
56,92,58,38,1
94,102,53,96,1
24,97,63,46,1
58,97,66,50,1
106,23,116,62,1
31,78,9,67,1
94,96,24,33,1
8,98,10,42,1
47,112,4,48,1
86,65,6,63,1
69,72,48,9,1
16,114,25,49,1
27,100,53,27,1
34,33,103,66,1
4,98,105,48,1
3,65,97,80,1
88,35,2,71,1
106,38,83,44,1
69,77,96,70,1
111,77,19,16,1
62,79,44,74,1
118,28,54,41,1
110,52,113,28,1
2,63,95,20,1
38,75,109,92,1
17,7,103,80,1
5,110,72,64,1
35,64,12,65,1
13,76,87,81,1
60,33,109,15,1
47,10,99,110,1
48,94,7,95,1
92,55,92,14,1
101,44,84,25,1
23,32,9,41,1
55,81,116,82,1
59,30,113,105,1
42,71,60,95,1
8,61,62,85,1
97,36,88,67,1
85,32,11,100,1
12,96,81,57,1
82,31,103,116,1
67,53,49,42,1
61,91,115,76,1
110,37,94,38,1
111,100,77,60,1
112,90,86,79,1
65,101,31,12,1
99,83,106,113,1
36,25,22,30,1
109,17,77,34,1
68,63,26,72,1
38,3,102,5,1
42,32,30,93,1
66,116,68,71,1
112,105,102,44,1
108,26,21,113,1
110,110,29,99,1
86,98,39,87,1
32,78,1,76,1
13,89,38,21,1
19,46,32,39,1
83,75,67,103,1
94,4,39,9,1
34,34,114,25,1
92,88,116,71,1
95,49,26,108,1
89,36,91,44,1
4,43,58,105,1
98,41,117,76,1
23,0,16,37,1
80,84,21,34,1
58,95,55,67,1
60,38,30,82,1
27,71,84,58,1
118,13,115,46,1
87,50,117,54,1
64,79,81,32,1
56,98,13,110,1
82,68,86,79,1
114,55,93,90,1
30,88,72,44,1
58,87,116,27,1
40,5,48,35,1
110,19,69,47,1
26,114,104,49,1
30,116,90,118,1
6,61,7,49,1
15,99,85,111,1
104,116,109,69,1
89,29,106,72,1
31,116,28,102,1
102,24,92,3,1
97,16,7,102,1
70,106,112,100,1
104,102,99,14,1
20,31,15,49,1
17,6,95,0,1
26,63,110,94,1
10,108,38,70,1
20,112,88,46,1
6,63,105,51,1
84,77,104,71,1
35,41,44,84,1
57,93,88,24,1
36,33,12,91,1
93,16,108,22,1
54,36,85,98,1
111,27,0,69,1
51,70,20,112,1
66,43,114,41,1
52,46,52,84,1
33,23,94,107,1
93,68,108,46,1
32,14,44,74,1
22,25,102,49,1
85,98,33,103,1
83,41,94,73,1
45,102,79,1,1
18,96,20,36,1
56,74,93,67,1
50,28,90,100,1
2,41,116,21,1
89,28,37,71,1
61,82,21,67,1
107,67,23,9,1
102,77,103,113,1
100,77,1,84,1
29,17,115,34,1
62,30,59,95,1
107,43,40,90,1
46,92,103,105,1
83,33,31,33,1
4,73,118,66,1
21,13,70,48,1
36,88,19,73,1
16,69,35,82,1
41,21,36,42,1
3,90,53,19,1
118,99,38,21,1
85,78,46,34,1
50,36,65,34,1
84,60,70,48,1
35,90,37,4,1
44,101,26,104,1
112,107,81,34,1
105,67,48,72,1
97,4,48,18,1
100,54,85,21,1
94,52,51,52,10
109,6,38,91,10
37,4,87,86,10
54,31,61,54,10
4,13,55,118,10
71,105,114,64,10
55,61,111,99,10
76,74,3,12,10
51,63,7,2,10
57,18,59,29,10
28,91,95,111,10
106,13,53,103,10
41,114,50,9,10
82,56,73,93,10
114,8,114,65,10
82,61,55,74,10
63,88,61,101,10
49,85,42,26,10
31,106,78,71,10
109,100,84,58,10
19,15,81,109,10
115,42,24,44,10
117,44,96,85,10
106,96,61,65,10
65,84,89,88,10
12,95,31,104,10
73,106,70,85,10
17,0,75,87,10
5,6,41,97,10
69,96,59,11,10
109,83,16,4,10
115,23,74,59,10
48,118,118,75,10
71,94,109,63,10
29,97,62,45,10
94,26,101,92,10
97,65,79,87,10
28,4,85,53,10
107,86,117,21,10
34,0,63,42,10
44,36,67,101,10
114,6,43,3,10
21,7,48,52,10
93,108,101,33,10
41,40,98,117,10
42,66,69,54,10
97,77,44,54,10
97,117,46,117,10
63,73,19,49,10
55,14,74,56,10
61,55,106,87,10
99,12,56,75,10
115,107,37,51,10
76,57,10,107,10
51,46,98,63,10
47,49,43,13,10
51,19,47,88,10
74,49,24,51,10
76,45,11,1,10
66,53,75,63,10
45,104,74,90,10
37,15,106,94,10
7,7,88,67,10
74,70,80,86,10
23,46,63,16,10
6,91,117,115,10
96,99,0,118,10
50,11,76,67,10
64,12,101,112,10
6,36,12,1,10
77,47,22,7,10
113,18,54,15,10
104,66,69,111,10
94,25,108,25,10
106,40,104,89,10
93,43,64,73,10
98,53,112,86,10
106,51,105,58,10
83,95,95,88,10
79,71,118,47,10
72,100,58,73,10
5,43,89,86,10
26,87,59,117,10
102,27,84,90,10
101,81,109,117,10
65,14,30,3,10
106,53,78,60,10
91,63,96,81,10
66,107,95,105,10
44,15,102,3,10
76,43,52,82,10
55,34,100,77,10
61,75,70,74,10
110,62,33,11,10
67,20,46,44,10
70,66,74,76,10
79,115,56,10,10
59,56,63,75,10
76,104,60,68,10
95,17,117,75,10
75,65,93,45,10
21,93,90,44,10
72,60,105,117,10
76,49,95,38,10
28,14,70,73,10
97,118,102,75,10
89,67,76,109,10
52,24,108,88,10
111,10,45,84,10
96,49,76,113,10
71,44,48,71,10
66,17,113,59,10
11,41,65,61,10
103,2,5,109,10
85,69,24,106,10
88,50,16,105,10
17,39,57,43,10
71,78,79,94,10
46,4,76,110,10
60,71,62,100,10
58,76,106,83,10
107,59,23,39,10
65,69,61,47,10
96,60,86,118,10
111,9,9,43,10
92,108,40,2,10
66,62,36,17,10
54,42,99,38,10
108,108,68,81,10
76,69,96,99,10
105,106,88,110,10
3,6,104,105,10
44,109,17,97,10
114,100,53,7,10
93,70,36,101,10
62,108,1,117,10
73,117,27,51,10
16,105,89,89,10
14,18,26,1,10
78,108,59,78,10
103,39,26,5,10
105,92,92,69,10
31,99,69,56,10
65,24,103,5,10
3,105,78,93,10
44,31,89,111,10
88,57,107,116,10
42,105,116,11,10
6,0,107,42,10
82,65,107,114,10
6,98,27,41,10
102,52,112,66,10
62,9,25,49,10
5,52,79,43,10
49,95,107,9,10
114,23,86,47,10
28,92,106,22,10
75,78,82,105,10
77,51,50,94,10
103,37,9,47,10
65,112,75,44,10
54,67,69,60,10
7,24,111,95,10
107,83,72,112,10
115,3,58,57,10
42,113,78,49,10
35,43,107,100,10
84,97,98,87,10
6,33,26,56,10
20,12,18,21,10
64,16,54,98,10
56,69,29,88,10
7,9,94,98,10
50,45,4,11,10
118,104,104,83,10
116,56,70,56,10
68,118,31,104,10
79,53,9,44,10
95,94,50,89,10
87,66,107,107,10
25,55,24,55,10
38,36,25,16,10
99,54,94,77,10
93,85,62,84,10
79,81,72,78,10
63,106,67,35,10
101,104,72,110,10
51,65,47,97,10
99,53,9,9,10
26,1,48,110,10
7,7,42,70,10
13,4,115,107,10
16,49,62,18,10
114,117,105,7,10
90,108,10,107,10
93,110,1,96,10
43,0,48,48,10
50,58,112,41,10
39,99,110,113,10
63,106,55,109,10
106,2,70,71,100
38,103,52,96,100
105,80,60,108,100
100,52,39,78,100
49,53,81,109,100
35,116,62,99,100
35,89,78,61,100
64,116,50,63,100
113,77,94,2,100
105,94,21,88,100
53,112,103,2,100
42,95,64,113,100
77,88,82,80,100
105,96,10,5,100
45,60,51,105,100
105,9,42,116,100
23,63,83,76,100
116,94,61,105,100
21,59,68,103,100
82,66,100,39,100
20,85,68,74,100
80,77,26,49,100
115,12,108,21,100
97,25,74,106,100
108,42,116,44,100
56,116,116,29,100
28,114,61,100,100
35,102,113,62,100
65,64,108,16,100
62,110,62,70,100
109,108,86,71,100
117,25,21,107,100
101,108,37,95,100
59,80,92,22,100
107,104,55,110,100
57,67,106,14,100
104,45,64,79,100
45,85,19,102,100
106,96,44,56,100
9,7,46,105,100
24,3,106,64,100
75,65,31,63,100
111,117,113,30,100
42,84,30,4,100
58,104,64,101,100
106,59,47,102,100
27,88,30,80,100
19,4,33,61,100
112,3,39,102,100
34,83,114,21,100
57,90,112,102,100
41,85,24,7,100
105,42,61,75,100
87,22,23,68,100
109,67,39,3,100
54,74,32,106,100
49,118,59,106,100
111,7,50,63,100
54,72,44,3,100
69,118,79,64,100
21,70,55,107,100
38,48,66,109,100
93,5,20,9,100
36,102,103,44,100
116,15,51,47,100
101,46,74,61,100
29,74,93,2,100
56,102,36,77,100
106,51,59,61,100
109,106,34,113,100
40,45,13,7,100
49,82,109,4,100
57,57,78,68,100
27,54,45,51,100
37,78,81,52,100
53,113,26,70,100
83,64,113,107,100
20,54,80,50,100
46,3,49,98,100
33,61,113,39,100
108,7,85,75,100
8,3,104,27,100
50,78,32,53,100
30,67,52,82,100
61,55,57,96,100
113,45,69,73,100
47,94,51,70,100
61,77,42,78,100
37,55,75,85,100
28,63,59,62,100
84,97,69,90,100
75,53,78,63,100
55,78,80,68,100
40,43,118,33,100
116,92,47,99,100
74,95,31,86,100
31,47,84,22,100
58,66,114,47,100
28,92,118,0,100
46,73,39,0,100
114,9,58,106,100
105,78,35,86,100
103,43,101,13,100
113,20,43,76,100
63,103,103,76,100
78,104,111,111,100
20,55,109,117,100
96,18,108,64,100
39,97,70,106,100
49,114,1,0,100
113,98,118,96,100
81,111,117,16,100
73,77,39,63,100
108,64,71,91,100
22,77,99,16,100
100,39,116,94,100
66,115,31,10,100
118,26,24,66,100
72,117,71,45,100
38,43,35,55,100
108,75,56,66,100
117,44,118,53,100
88,22,72,113,100
79,59,71,53,100
110,13,29,115,100
33,45,8,10,100
114,29,108,31,100
70,112,116,35,100
23,52,17,9,100
37,107,100,63,100
111,74,16,11,100
83,70,59,55,100
104,62,61,101,100
66,53,31,82,100
68,113,40,8,100
108,92,65,76,100
116,42,104,5,100
75,72,118,56,100
31,68,111,99,100
52,114,59,70,100
36,108,82,46,100
110,9,101,41,100
30,114,65,82,100
75,59,107,75,100
44,58,75,63,100
93,15,30,110,100
78,99,5,5,100
45,102,38,91,100
74,53,62,103,100
108,74,104,112,100
50,75,41,71,100
78,50,64,116,100
55,67,30,100,100
59,88,118,47,100
111,70,32,58,100
87,5,12,3,100
47,104,107,31,100
109,79,53,75,100
76,82,69,45,100
106,57,77,78,100
108,37,83,90,100
23,88,76,51,100
27,62,47,75,100
50,113,34,53,100
75,42,33,88,100
101,92,17,12,100
114,22,112,87,100
104,32,76,51,100
58,59,116,100,100
53,86,110,86,100
42,59,117,50,100
66,117,97,13,100
104,59,106,113,100
103,76,65,68,100
81,7,103,35,100
117,38,109,82,100
67,88,105,16,100
81,58,64,109,100
43,114,68,74,100
37,105,23,110,100
106,20,116,49,100
109,77,85,58,100
67,77,32,70,100
91,14,63,67,100
67,63,106,5,100
36,56,39,58,100
108,18,77,109,100
40,118,58,114,100
24,54,76,96,100
33,103,78,115,100
100,58,58,62,100
80,65,62,107,100
56,109,52,98,100
71,108,39,1,100
70,83,43,108,100
118,15,116,86,100
41,0,66,115,100
22,68,56,92,100
93,11,95,7,100
104,59,9,12,100
38,72,74,98,101
32,16,21,20,101
34,49,16,6,101
19,19,13,53,101
0,23,68,109,101
84,75,7,116,101
23,50,75,102,101
31,4,37,47,101
29,17,95,90,101
85,72,79,97,101
36,57,9,95,101
82,8,78,14,101
69,15,2,56,101
77,12,96,83,101
95,82,75,91,101
26,5,31,9,101
23,12,30,53,101
70,3,10,1,101
108,91,63,11,101
87,98,10,40,101
74,66,83,96,101
8,15,73,64,101
2,9,44,69,101
26,57,6,12,101
65,6,93,90,101
68,2,68,58,101
39,68,81,98,101
12,40,47,73,101
82,93,1,48,101
6,10,29,50,101
1,48,7,12,101
86,52,0,46,101
92,96,93,97,101
3,5,84,92,101
1,44,94,103,101
11,43,16,54,101
74,95,23,51,101
25,38,97,80,101
97,70,23,12,101
8,49,79,57,101
14,15,85,73,101
12,88,38,54,101
20,5,90,104,101
82,96,99,95,101
82,98,103,90,101
93,73,4,20,101
12,37,35,40,101
90,104,13,90,101
105,91,28,18,101
65,44,82,94,101
12,55,15,34,101
15,84,95,96,101
9,93,30,60,101
94,83,78,11,101
34,13,86,12,101
20,53,64,102,101
42,48,40,65,101
71,47,16,0,101
21,6,68,6,101
37,59,15,41,101
11,6,8,18,101
8,43,67,8,101
6,43,28,52,101
28,8,6,14,101
18,70,78,14,101
25,58,63,7,101
90,83,4,11,101
81,102,2,11,101
6,18,7,14,101
93,90,3,3,101
0,11,35,12,101
33,66,86,103,101
107,92,76,17,101
102,99,34,57,101
109,85,76,103,101
31,56,115,91,101
28,46,9,52,101
0,63,1,16,101
88,54,64,53,101
90,91,27,5,101
35,16,59,88,101
53,77,13,16,101
80,76,99,84,101
103,94,72,90,101
79,57,91,91,101
33,5,31,62,101
44,64,7,115,101
2,55,71,84,101
22,52,114,89,101
79,9,63,50,101
67,90,3,58,101
19,2,19,41,101
93,78,56,4,101
81,52,94,72,101
73,46,0,18,101
78,79,18,46,101
56,76,88,95,101
30,6,73,54,101
27,51,89,90,101
9,43,91,62,101
97,100,38,54,101
25,71,86,68,101
3,2,10,12,101
6,51,66,92,101
76,90,30,55,101
11,7,30,6,101
8,3,98,96,101
44,73,36,48,101
72,88,6,63,101
68,98,32,59,101
15,62,90,71,101
76,89,16,41,101
34,9,0,56,101
93,81,4,53,101
37,49,32,11,101
59,80,70,100,101
14,50,3,118,101
51,1,80,64,101
0,50,43,60,101
29,1,59,6,101
94,70,44,52,101
11,10,74,100,101
18,15,82,49,101
87,89,72,53,101
19,57,105,90,101
33,69,5,93,101
71,19,15,67,101
23,43,20,11,101
33,70,34,51,101
55,86,15,82,101
19,50,33,51,101
66,80,107,95,101
76,102,55,79,101
76,66,91,58,101
7,56,59,9,101
7,34,67,39,101
109,89,7,7,101
80,68,103,89,101
76,101,2,48,101
52,81,81,76,101
31,1,94,69,101
2,11,98,91,101
58,78,75,96,101
111,90,26,63,101
74,105,65,103,101
16,16,60,80,101
11,66,38,51,101
54,83,29,52,101
25,48,2,45,101
1,5,5,19,101
89,71,70,89,101
15,1,56,74,101
28,39,36,66,101
1,4,32,65,101
7,111,41,67,101
86,81,92,96,101
4,40,94,73,101
26,18,48,61,101
90,12,39,66,101
91,104,67,103,101
51,74,65,80,101
31,14,104,81,101
109,88,16,0,101
17,12,81,43,101
71,85,7,113,101
15,67,18,18,101
17,6,81,77,101
76,100,31,52,101
108,90,68,104,101
9,49,27,48,101
38,57,20,1,101
26,48,12,50,101
37,58,20,36,101
6,113,19,72,101
30,46,71,4,101
26,0,76,78,101
8,36,8,3,101
7,63,17,15,101
10,89,11,16,101
5,17,4,51,101
31,4,94,101,101
59,84,2,0,101
73,81,78,97,101
93,89,8,54,101
62,48,72,14,101
98,95,3,13,101
25,0,6,51,101
70,97,59,84,101
38,41,64,4,101
93,74,93,99,101
1,118,76,13,101
63,45,62,86,101
62,87,97,95,101
81,100,83,102,101
57,89,52,72,101
77,91,85,50,101
94,69,81,68,101
43,70,5,19,101
109,94,27,52,101
59,8,63,45,101
37,45,92,87,102
62,107,18,103,102
100,32,93,107,102
60,12,84,4,102
71,7,58,3,102
94,102,85,35,102
23,27,97,89,102
92,94,32,109,102
20,19,19,10,102
59,102,38,13,102
90,54,108,8,102
8,40,59,100,102
91,22,31,18,102
27,19,89,6,102
45,46,112,118,102
42,10,34,40,102
17,25,30,104,102
54,14,99,0,102
94,75,47,103,102
37,8,82,24,102
97,27,48,56,102
17,9,54,118,102
88,60,86,99,102
105,111,97,14,102
100,76,73,10,102
29,6,101,11,102
88,60,99,12,102
34,20,68,110,102
95,36,96,33,102
52,4,88,60,102
87,67,14,116,102
95,23,45,22,102
41,16,23,29,102
84,29,16,28,102
3,41,91,72,102
63,19,97,58,102
23,39,13,34,102
29,3,30,107,102
30,111,85,11,102
64,7,96,87,102
88,112,91,100,102
41,28,48,62,102
27,16,112,115,102
101,39,48,65,102
94,104,30,7,102
95,81,16,18,102
86,105,108,28,102
35,108,35,110,102
88,78,47,12,102
100,38,35,9,102
108,9,61,117,102
39,114,82,86,102
88,27,62,109,102
24,21,77,92,102
45,109,22,117,102
92,48,106,27,102
51,2,47,92,102
101,27,112,83,102
95,115,17,108,102
63,109,15,104,102
95,13,12,44,102
22,112,14,2,102
11,35,102,107,102
50,64,50,105,102
98,17,44,49,102
93,42,111,10,102
84,61,32,54,102
26,12,112,86,102
88,1,13,19,102
95,97,9,101,102
52,92,48,17,102
59,11,32,107,102
67,105,38,59,102
63,5,88,24,102
65,96,35,41,102
15,9,44,51,102
114,7,37,0,102
43,105,49,32,102
33,63,26,31,102
93,54,39,33,102
99,18,79,4,102
95,55,68,13,102
93,65,111,18,102
30,53,93,41,102
89,34,35,43,102
84,0,86,11,102
91,58,91,83,102
55,12,27,41,102
86,84,97,104,102
66,9,96,2,102
42,34,82,98,102
53,116,68,94,102
99,50,46,26,102
53,19,95,51,102
111,82,95,58,102
102,18,27,24,102
17,20,24,11,102
11,36,114,36,102
91,27,92,72,102
112,86,79,7,102
34,39,91,100,102
34,18,65,91,102
106,116,11,2,102
32,46,53,76,102
95,18,43,27,102
95,61,94,56,102
40,101,17,35,102
22,60,61,5,102
101,3,83,36,102
84,0,40,98,102
41,102,95,107,102
102,115,15,1,102
79,96,41,65,102
99,102,84,63,102
94,45,45,23,102
44,49,94,42,102
46,106,46,49,102
49,2,71,99,102
32,29,45,2,102
114,84,117,4,102
36,114,19,53,102
34,52,64,115,102
90,29,50,65,102
35,13,8,100,102
23,32,0,103,102
47,58,88,42,102
54,110,1,112,102
86,33,43,75,102
47,64,39,58,102
6,103,86,85,102
40,1,100,34,102
51,106,95,94,102
16,2,34,40,102
93,52,96,82,102
53,75,59,114,102
39,101,19,26,102
106,1,37,30,102
82,112,32,18,102
63,97,95,54,102
11,11,90,61,102
25,46,20,27,102
113,116,30,61,102
48,109,89,117,102
88,18,31,19,102
101,7,92,45,102
97,16,47,99,102
114,80,110,28,102
22,116,89,25,102
27,25,10,113,102
71,17,18,12,102
55,107,94,72,102
49,118,109,17,102
22,34,69,11,102
10,115,43,72,102
111,5,29,50,102
54,115,105,14,102
62,108,72,102,102
91,18,94,5,102
43,72,90,75,102
50,11,21,100,102
63,95,116,29,102
16,108,29,64,102
20,20,66,109,102
36,10,66,112,102
19,26,33,52,102
84,103,32,117,102
93,86,78,99,102
25,27,18,110,102
72,16,38,68,102
69,98,92,9,102
88,96,25,42,102
44,21,93,92,102
58,102,55,11,102
96,0,39,50,102
47,20,65,101,102
14,42,76,8,102
92,26,29,55,102
91,4,91,28,102
98,71,103,11,102
108,26,82,9,102
44,53,40,42,102
25,23,14,11,102
48,112,26,100,102
17,112,60,9,102
104,11,45,24,102
101,3,95,104,102
13,16,25,110,102
88,71,91,68,102
45,71,94,70,102
53,105,23,107,102
2,106,115,110,102
96,15,42,92,102
50,95,43,106,102
101,94,85,1,102
1,93,4,111,102
48,109,43,31,102
16,13,16,50,102
97,65,32,49,102
19,42,10,37,102
30,108,1,116,102
104,20,76,36,103
49,105,108,117,103
101,53,74,31,103
31,100,78,107,103
83,52,104,34,103
116,87,67,87,103
70,24,78,40,103
49,93,101,106,103
74,33,87,43,103
46,51,49,98,103
115,21,64,45,103
56,45,107,68,103
100,26,70,97,103
24,112,113,33,103
96,69,62,82,103
62,4,103,47,103
86,101,44,52,103
108,24,52,95,103
104,35,58,20,103
80,55,62,4,103
102,90,111,29,103
75,7,90,17,103
75,58,92,66,103
71,75,82,87,103
18,101,42,45,103
51,13,81,10,103
52,29,74,3,103
49,32,40,69,103
118,43,66,95,103
52,98,100,30,103
86,29,79,77,103
97,18,66,113,103
72,59,73,54,103
77,81,98,93,103
70,83,94,113,103
40,118,49,15,103
23,86,29,104,103
44,105,92,45,103
111,36,104,69,103
107,28,83,63,103
77,16,46,16,103
53,54,99,91,103
77,109,30,107,103
81,25,85,116,103
42,105,86,111,103
38,70,36,45,103
116,84,52,99,103
87,114,113,58,103
87,43,117,111,103
100,110,64,108,103
75,41,81,20,103
69,72,102,28,103
118,34,104,40,103
110,34,100,24,103
67,43,36,103,103
48,28,114,111,103
68,36,105,48,103
41,22,43,92,103
79,36,104,61,103
47,45,101,117,103
95,43,55,58,103
54,63,50,85,103
50,35,102,103,103
54,65,60,70,103
76,92,87,21,103
69,112,101,80,103
98,57,48,104,103
102,8,76,9,103
46,97,81,1,103
73,52,69,95,103
58,118,106,56,103
105,83,51,49,103
48,54,73,91,103
118,20,86,61,103
117,33,101,99,103
77,39,84,39,103
66,3,67,37,103
39,33,52,29,103
49,102,22,113,103
30,93,97,85,103
61,60,110,113,103
74,116,68,0,103
66,77,54,105,103
55,97,40,87,103
58,54,49,36,103
98,91,77,72,103
63,105,44,61,103
69,28,82,11,103
100,25,114,24,103
60,94,80,1,103
67,60,81,4,103
117,45,11,101,103
68,50,100,86,103
39,45,78,65,103
19,100,81,12,103
98,0,56,31,103
99,63,78,117,103
83,77,42,21,103
82,35,27,111,103
51,41,85,100,103
64,31,48,22,103
57,43,59,25,103
41,48,90,89,103
39,55,110,15,103
98,108,47,87,103
56,17,47,108,103
100,97,99,101,103
117,36,68,100,103
60,115,66,70,103
47,46,111,17,103
75,44,77,104,103
80,109,58,45,103
94,6,24,107,103
61,32,113,63,103
91,12,72,81,103
78,4,65,82,103
89,4,38,63,103
11,101,62,42,103
66,79,73,40,103
92,64,63,111,103
99,81,101,34,103
52,19,106,33,103
93,113,71,19,103
75,10,81,65,103
105,96,78,68,103
50,51,32,104,103
62,102,110,105,103
54,9,49,117,103
50,71,84,105,103
58,105,92,61,103
46,31,92,78,103
37,19,98,114,103
54,114,73,94,103
74,103,102,13,103
26,111,35,61,103
57,19,47,101,103
90,34,83,26,103
60,32,39,118,103
35,99,94,32,103
82,19,113,43,103
44,118,107,43,103
81,109,104,31,103
106,61,93,58,103
46,40,80,54,103
45,24,86,115,103
113,52,105,64,103
85,45,61,10,103
43,36,97,12,103
65,115,73,105,103
47,43,41,68,103
111,72,78,68,103
106,68,50,85,103
65,9,63,9,103
110,104,61,72,103
76,21,95,80,103
45,95,64,93,103
86,10,81,113,103
56,41,44,98,103
58,10,97,112,103
90,72,74,10,103
77,10,71,105,103
84,36,91,33,103
111,64,55,64,103
39,44,25,87,103
51,52,98,69,103
95,42,77,91,103
112,20,85,24,103
43,96,67,8,103
114,48,100,58,103
92,29,70,29,103
88,79,98,21,103
51,57,43,63,103
61,100,14,104,103
74,55,47,63,103
28,91,78,13,103
79,48,41,20,103
73,105,113,26,103
56,33,65,94,103
68,37,118,65,103
42,16,67,29,103
58,44,61,24,103
76,89,49,33,103
54,67,73,105,103
113,118,62,90,103
59,46,27,109,103
80,114,73,86,103
99,81,42,16,103
65,107,70,7,103
61,87,55,118,103
115,48,86,39,103
82,103,97,1,103
45,57,64,102,103
72,15,39,41,103
42,17,59,89,103
91,109,99,34,103
107,100,52,116,103
