startx,starty,goalx,goaly,imagenumber
98,3,88,118,113
118,11,44,116,113
36,117,45,24,113
83,38,12,19,113
99,32,15,40,113
58,27,82,50,113
94,40,71,51,113
103,118,77,115,113
15,32,107,114,113
13,114,13,41,113
22,114,48,117,113
81,118,106,76,113
11,2,115,11,113
75,27,95,49,113
24,114,66,6,113
5,18,96,48,113
105,1,94,109,113
106,28,96,27,113
33,98,83,25,113
88,21,59,9,113
87,111,93,67,113
78,40,96,68,113
67,29,50,45,113
39,110,11,35,113
18,106,56,29,113
109,71,74,48,113
111,63,80,66,113
100,14,112,104,113
32,112,69,47,113
110,60,50,40,113
20,100,47,9,113
13,36,87,61,113
118,10,73,29,113
38,39,29,13,114
79,83,59,30,115
117,27,78,35,115
65,113,80,32,115
41,41,75,62,116
7,61,90,118,116
98,15,1,35,117
92,117,17,117,117
17,107,64,59,118
72,7,41,34,118
30,6,84,59,118
82,66,78,3,118
49,61,93,98,118
5,6,43,7,118
68,66,22,78,118
75,106,27,20,118
25,75,77,6,118
19,72,10,98,118
11,3,44,60,118
59,78,92,102,118
11,16,84,72,118
91,94,4,88,118
61,83,51,50,118
33,96,88,7,118
90,82,16,14,118
47,50,15,14,118
50,65,102,107,118
77,6,46,15,118
25,11,76,96,118
5,24,72,100,118
41,11,65,101,118
20,95,9,64,118
15,0,54,80,118
23,72,73,77,118
70,95,90,7,118
40,60,69,1,118
59,8,63,60,118
48,58,14,118,118
33,7,91,13,118
40,48,66,69,118
39,19,31,35,12
41,4,37,28,12
32,54,98,114,12
95,82,65,45,12
6,1,95,105,12
103,15,108,109,121
48,113,15,48,121
78,57,5,7,121
13,28,116,7,121
35,44,11,24,121
31,30,76,40,121
1,13,3,3,121
117,2,103,9,121
11,51,13,67,121
82,52,33,59,121
12,55,96,17,121
65,62,21,26,121
61,70,79,110,121
30,34,107,17,121
67,68,10,41,121
54,51,28,9,121
77,116,33,41,121
9,42,8,55,121
71,38,109,53,121
30,9,73,41,121
23,56,34,35,121
69,56,106,116,121
20,26,20,15,121
57,67,72,52,121
106,110,102,11,121
11,21,94,60,121
46,45,55,53,121
71,114,62,54,121
41,52,13,12,121
36,31,36,52,121
102,13,81,12,121
77,55,21,29,121
75,111,115,104,121
9,6,79,2,121
73,43,71,62,121
0,2,100,22,123
76,92,87,97,123
59,81,16,46,123
13,96,99,13,123
2,67,109,43,123
7,6,84,13,123
9,12,9,73,123
47,93,50,103,124
84,100,38,91,124
108,27,29,118,125
103,6,56,89,127
113,44,92,110,127
1,115,43,16,127
118,11,48,30,127
73,48,61,112,127
79,48,14,65,129
35,1,90,76,129
21,16,82,90,129
91,14,110,65,13
118,35,94,47,130
105,45,58,58,130
27,15,118,102,130
4,7,12,99,130
27,10,45,111,130
106,37,73,30,130
69,61,21,11,130
4,64,42,55,130
40,65,66,74,130
51,62,65,100,130
36,98,70,68,130
110,106,79,106,130
68,114,109,40,130
87,5,83,103,130
36,59,99,110,130
91,10,105,101,130
33,91,4,68,130
25,111,24,62,130
48,58,65,112,130
62,91,36,84,130
39,12,28,104,130
46,118,69,84,130
70,117,72,12,130
61,11,109,9,130
76,65,100,2,130
46,113,52,60,130
7,12,46,54,130
68,20,63,57,130
64,90,67,79,130
67,1,9,52,130
82,100,65,95,130
10,0,37,96,130
15,9,39,101,130
67,111,117,20,130
5,58,3,6,130
17,69,117,11,130
9,98,59,62,130
70,92,40,16,130
32,96,30,91,130
106,48,115,41,130
111,30,83,8,130
5,61,75,71,130
25,106,74,79,130
35,11,41,71,130
99,8,17,67,130
7,60,32,69,130
105,101,52,50,130
111,30,29,104,130
4,7,57,60,130
114,102,38,98,130
35,68,111,17,130
19,8,101,5,130
15,55,9,61,130
92,9,73,77,130
106,17,109,13,130
18,56,117,109,130
118,39,15,10,130
64,105,72,113,130
42,107,107,106,130
64,108,9,68,130
82,8,4,51,130
114,8,108,29,130
11,62,61,102,130
82,68,40,107,130
37,65,65,60,130
35,69,27,106,130
63,63,42,116,130
10,66,31,69,130
68,3,25,68,130
104,110,7,13,130
61,57,8,10,130
82,106,97,9,130
85,10,112,2,130
29,61,88,105,130
39,20,93,47,130
112,111,73,70,130
21,58,110,13,130
71,79,39,88,130
76,14,65,4,130
114,111,77,85,130
70,89,103,2,130
41,81,83,4,130
61,58,49,57,130
1,66,66,68,130
76,64,83,103,130
17,11,16,59,130
39,52,54,53,130
108,39,7,50,130
79,12,28,87,130
39,111,90,16,130
36,62,21,111,130
110,19,37,59,130
110,37,24,57,130
20,107,42,19,130
22,6,14,60,130
115,31,12,10,130
33,57,7,58,130
36,100,71,17,131
47,58,34,2,131
116,98,52,5,131
61,48,66,23,133
70,22,112,38,133
19,101,41,90,133
62,76,102,50,133
40,54,9,89,133
11,9,40,52,133
112,69,61,76,133
62,7,47,118,133
37,91,58,79,133
38,38,45,95,133
21,33,62,62,133
86,118,35,52,133
22,117,70,72,133
14,32,115,47,133
34,111,62,75,133
109,43,107,0,133
40,50,34,47,133
56,59,33,101,133
49,100,97,30,133
45,53,115,103,133
43,107,9,21,133
53,85,42,85,133
67,5,11,28,133
95,66,28,107,133
66,31,109,32,133
116,7,59,106,133
83,107,49,45,133
30,92,37,47,133
62,90,13,115,133
8,0,118,116,133
70,72,57,11,134
55,31,76,44,134
67,80,60,61,134
75,34,7,116,134
2,67,59,81,134
22,4,31,111,134
94,12,53,83,134
67,41,62,43,134
83,14,16,12,134
13,38,115,15,134
76,9,89,4,134
115,15,97,3,134
12,15,64,15,134
4,31,88,3,134
74,49,62,38,134
71,48,61,26,134
46,44,40,44,134
72,1,81,14,134
39,46,20,62,135
27,15,49,71,135
34,49,48,60,135
52,69,90,57,135
10,77,52,64,135
100,86,113,42,135
1,89,41,14,135
44,80,34,85,135
15,68,91,19,135
33,85,23,12,135
40,65,30,47,135
34,70,66,12,135
31,76,50,7,135
115,43,20,77,135
38,13,34,2,135
33,69,37,42,135
1,83,31,79,135
40,55,10,85,135
52,4,37,54,135
48,17,1,68,135
12,54,6,72,135
59,13,15,45,135
11,56,30,10,135
39,66,39,49,135
17,75,9,87,135
40,6,14,85,135
10,15,39,69,135
52,59,10,60,135
15,45,9,8,135
16,16,24,73,135
100,11,100,5,135
49,13,10,52,135
6,77,29,7,135
49,15,27,13,135
69,14,52,56,135
15,68,15,73,135
36,8,19,86,135
95,11,7,14,135
28,16,62,7,135
47,12,44,12,135
20,4,95,78,135
17,87,26,60,135
17,90,25,70,135
13,90,28,58,135
17,69,89,51,135
91,48,3,84,135
44,15,6,60,135
2,93,2,71,135
30,63,48,3,135
36,64,48,56,135
59,7,16,77,135
21,13,103,15,135
26,55,39,11,135
33,51,50,52,135
0,96,96,24,135
48,5,38,62,135
41,85,26,10,135
11,59,8,13,135
45,13,113,21,135
40,47,13,82,135
15,66,62,64,135
13,47,22,70,135
12,76,30,60,135
89,13,5,6,135
2,62,55,56,135
9,60,25,4,135
6,43,115,93,136
51,67,83,100,136
44,93,62,44,136
47,54,14,27,136
97,98,94,105,136
112,85,88,110,136
76,58,70,62,136
80,77,111,96,136
114,100,1,5,136
103,84,41,85,136
99,92,32,44,137
111,64,116,31,137
33,47,112,90,137
111,107,47,5,137
112,41,112,109,137
110,93,43,93,137
5,32,17,43,137
17,82,3,59,137
96,93,113,39,137
114,43,4,46,137
109,59,16,34,137
110,79,117,22,137
21,42,115,25,137
24,22,117,33,137
113,18,20,42,137
11,43,25,47,137
102,97,116,71,137
112,114,104,65,137
108,16,91,88,137
108,73,109,54,137
10,75,22,30,137
2,39,43,11,137
103,90,15,78,137
12,21,22,65,137
97,78,98,85,137
11,20,11,42,137
13,34,14,45,137
15,63,0,57,137
102,108,117,23,137
6,45,29,41,137
106,46,45,11,137
3,71,30,77,137
20,32,13,54,137
2,28,114,111,137
30,59,101,101,137
107,43,18,48,137
14,66,4,5,137
22,45,102,112,137
105,71,16,54,137
0,30,89,85,137
115,48,16,71,137
100,44,98,104,137
0,47,43,4,137
4,31,19,75,137
117,44,5,34,137
113,26,10,59,137
102,44,27,88,137
24,43,115,30,137
114,68,43,4,137
41,14,105,68,137
0,40,34,63,138
3,88,104,77,138
46,90,1,48,138
28,68,106,41,138
82,12,9,19,139
5,46,76,15,139
0,27,14,29,139
28,18,6,35,139
68,24,36,61,139
68,71,14,15,139
48,9,74,79,139
6,26,66,65,139
88,6,17,27,139
9,38,14,21,139
7,30,14,40,139
56,23,40,20,139
46,65,38,17,139
39,61,46,0,139
70,62,56,75,139
65,82,5,52,139
94,3,29,16,139
32,86,16,29,139
71,69,31,92,139
4,31,23,14,139
9,20,36,19,139
42,61,36,18,139
2,48,14,32,139
8,37,81,13,139
77,71,25,68,139
49,28,41,82,139
51,23,64,67,139
66,64,27,67,139
47,89,36,13,139
7,40,66,77,139
69,39,32,50,14
37,54,27,2,140
36,118,30,23,141
67,63,87,91,141
106,48,114,9,141
15,95,107,85,141
31,97,23,41,141
110,9,80,55,141
59,59,81,40,141
41,19,107,63,141
28,27,0,48,141
112,87,73,49,141
15,31,71,21,141
0,26,0,55,141
5,30,52,61,141
102,48,41,96,141
104,90,72,102,141
28,44,60,109,141
64,114,70,13,141
103,63,1,53,141
109,15,2,33,142
111,21,85,117,142
2,88,97,11,142
104,73,4,22,142
59,40,115,77,142
83,83,108,67,142
7,13,1,82,142
100,83,98,85,142
63,25,90,70,142
101,72,88,41,142
94,103,83,64,142
17,115,71,36,142
110,38,118,39,142
68,14,49,59,142
6,97,5,91,142
105,109,80,53,142
9,27,10,30,142
104,53,7,19,142
6,83,1,102,142
75,52,12,114,142
76,70,105,110,142
6,118,8,46,142
52,50,90,4,142
54,19,115,17,142
111,60,51,15,142
85,6,108,105,142
65,36,5,16,142
72,86,87,64,142
20,40,101,55,143
88,60,32,116,144
1,118,106,20,144
98,57,98,39,144
76,116,40,102,145
28,78,81,46,146
85,17,74,81,146
100,113,20,91,146
32,32,23,78,146
1,95,63,9,146
23,6,66,17,146
18,103,90,118,146
58,51,62,25,146
3,96,108,104,146
113,34,113,49,146
71,102,56,45,146
103,20,112,25,148
104,11,104,38,148
90,31,91,81,148
13,18,0,27,148
116,94,47,41,148
5,26,13,42,148
19,24,102,21,148
107,41,116,107,148
90,79,58,18,148
16,21,44,25,148
93,117,8,30,148
104,46,93,63,148
84,79,59,26,148
107,49,84,35,148
58,88,97,20,148
93,57,84,92,148
102,67,100,41,148
103,98,97,97,148
116,32,109,31,148
102,111,105,87,148
108,10,39,43,148
8,21,89,36,148
24,23,41,96,148
111,102,114,22,148
105,9,84,94,148
82,97,33,31,148
82,94,97,50,148
99,84,87,84,148
101,8,96,51,148
115,86,5,42,148
38,22,100,105,148
117,38,84,118,148
96,106,92,11,148
2,34,2,40,148
39,19,107,22,148
112,26,52,49,148
96,46,11,52,148
24,19,6,30,148
109,4,107,84,148
115,27,102,93,148
95,78,0,34,148
111,15,39,115,148
40,92,79,114,148
99,100,39,22,148
36,34,38,51,148
115,10,35,78,15
66,6,73,45,15
31,33,37,58,15
67,103,60,38,153
57,54,110,15,153
115,58,42,108,157
53,53,66,87,157
102,99,61,37,159
37,58,113,95,159
38,2,46,116,159
49,17,34,112,159
104,63,20,28,159
85,62,55,45,161
27,36,78,38,161
2,1,93,39,161
92,36,7,2,161
28,68,2,11,161
54,54,80,55,161
36,40,15,10,161
45,21,29,49,161
59,69,74,75,161
86,46,118,72,161
85,55,81,60,161
68,114,62,47,161
39,30,107,86,161
61,35,76,118,161
57,57,117,69,161
57,54,85,117,161
39,31,20,9,161
64,48,47,96,164
63,95,93,85,165
84,112,115,64,165
6,76,5,71,165
111,83,49,2,165
75,102,89,89,165
68,84,95,108,165
110,113,64,89,165
70,81,116,82,165
110,72,108,31,165
115,105,117,67,165
107,29,93,17,165
87,94,108,80,165
104,8,16,89,165
36,13,92,86,165
29,8,70,111,165
66,60,87,96,165
1,78,97,106,165
93,91,92,107,165
118,79,102,12,165
55,4,94,79,165
113,111,64,96,165
79,85,90,86,165
83,87,82,105,165
1,114,106,21,165
107,107,116,95,165
18,75,112,112,165
6,109,89,89,165
91,19,56,8,165
14,76,109,102,165
110,84,33,8,165
103,91,13,63,165
32,7,84,102,165
4,75,63,86,165
91,75,95,117,165
37,3,72,103,165
42,15,92,104,165
108,118,67,91,165
83,101,12,86,165
116,101,65,83,165
31,2,114,83,165
73,59,95,100,165
100,87,32,19,165
97,105,96,103,165
72,64,67,93,165
2,78,89,81,165
105,79,66,77,165
83,90,51,9,165
32,4,100,95,165
17,66,94,78,165
10,97,78,91,165
116,0,22,65,165
92,90,67,81,165
39,17,96,79,165
102,28,88,85,165
24,15,77,96,165
71,104,109,84,165
115,107,93,76,165
5,100,11,108,165
92,96,8,103,165
65,109,64,102,165
118,105,83,87,165
98,73,109,24,165
113,109,6,84,165
109,114,104,74,165
38,17,60,118,165
103,88,95,10,165
11,110,46,6,165
100,81,64,81,165
81,106,98,82,165
9,115,84,96,165
33,5,97,86,165
96,15,0,107,165
30,8,117,117,165
18,73,80,87,165
71,94,90,110,165
20,18,14,100,165
93,35,54,0,166
91,22,46,20,166
52,84,46,22,166
88,6,98,42,166
90,61,18,77,166
60,70,49,15,166
17,102,42,71,166
59,31,94,6,166
90,8,117,27,166
43,86,63,86,166
44,19,107,36,166
53,82,98,8,166
107,44,54,28,166
22,110,72,110,166
67,107,34,2,166
108,24,35,75,166
15,102,56,63,166
72,102,52,97,166
0,104,77,105,166
92,34,45,46,166
23,80,46,61,166
49,83,87,109,166
50,55,34,79,166
90,26,48,98,166
48,76,108,7,167
109,69,45,90,17
15,102,75,102,17
23,15,33,102,170
20,0,35,0,170
97,9,14,64,170
44,101,26,41,170
103,72,39,63,170
46,8,26,26,170
23,48,38,63,170
83,50,72,5,170
31,89,19,68,170
92,6,2,112,170
90,64,40,33,170
77,15,30,36,170
58,107,117,29,171
37,12,80,25,171
81,72,117,58,171
10,12,81,11,171
77,32,89,56,171
114,10,63,9,171
80,23,65,109,171
50,115,60,115,171
113,61,113,13,171
15,109,89,0,171
80,17,6,109,171
87,60,30,108,171
85,33,114,29,171
84,5,87,111,171
113,118,112,47,171
114,8,8,17,171
67,10,57,108,171
115,106,89,102,171
68,23,68,105,171
69,109,86,65,171
116,33,81,76,171
38,108,105,5,171
2,116,5,104,171
114,35,86,109,171
71,56,83,54,171
25,103,80,3,171
47,12,77,3,171
64,103,117,16,171
77,112,76,115,171
76,66,74,82,171
111,32,77,37,171
116,70,114,117,174
30,99,97,95,174
105,99,103,87,174
48,54,87,105,174
37,101,21,42,174
107,72,104,31,174
89,92,43,57,174
92,10,115,66,174
44,81,37,71,174
94,100,113,59,174
99,28,33,87,174
109,117,104,17,174
34,118,22,74,174
51,88,93,71,174
97,5,32,100,174
43,68,27,62,174
36,11,89,85,174
107,109,104,35,174
31,114,47,86,174
46,71,97,108,174
38,22,97,22,174
92,106,24,73,174
118,44,45,6,174
103,117,48,86,174
94,40,93,69,174
111,22,103,10,174
108,1,39,34,174
105,6,99,38,174
85,37,98,95,174
116,19,93,13,174
25,34,106,64,174
99,109,95,6,174
2,28,97,23,175
40,62,47,13,175
30,39,13,81,176
22,93,22,65,176
95,93,106,77,176
42,66,25,3,176
90,89,18,85,176
87,102,92,85,176
5,24,6,8,178
94,25,84,23,178
46,22,74,39,179
33,91,117,60,179
76,68,10,63,18
89,39,47,89,18
81,89,43,91,181
75,113,62,99,181
3,40,79,42,181
116,102,87,24,181
85,49,52,53,181
54,89,102,54,181
7,18,56,100,181
66,96,105,114,181
42,99,82,116,181
59,112,111,14,181
79,7,82,113,181
114,95,54,105,181
0,23,69,47,181
92,100,63,61,181
38,103,93,88,181
1,36,22,40,181
100,92,95,98,181
3,34,42,93,181
39,94,111,48,181
61,45,107,43,181
10,12,13,49,181
19,46,63,88,181
73,59,98,51,181
110,9,88,52,181
19,105,56,117,181
107,38,99,36,181
115,96,85,9,181
58,105,98,107,181
71,94,118,52,181
59,87,116,98,181
109,45,104,111,181
68,51,107,95,181
73,7,108,115,181
106,20,10,6,181
116,88,76,50,181
80,111,94,88,181
19,14,3,45,181
65,48,109,41,181
9,19,76,12,181
96,7,109,2,181
71,107,112,47,181
23,13,105,51,181
94,100,11,96,181
18,24,111,91,181
38,86,49,116,181
113,105,104,35,181
108,48,8,30,181
100,97,107,107,181
47,102,75,100,181
31,102,80,112,181
98,16,41,100,181
65,90,20,25,181
23,105,33,107,181
36,93,86,38,181
109,28,9,11,181
66,109,59,53,181
60,111,11,49,181
93,101,88,15,181
67,104,12,32,181
90,101,32,98,181
101,91,10,105,181
69,58,1,24,181
10,34,8,11,181
89,43,116,112,181
49,56,62,109,181
6,37,56,51,181
15,19,7,21,181
104,114,47,91,181
6,38,10,24,181
89,40,104,109,181
17,97,72,88,181
29,106,50,114,181
50,103,110,53,181
100,106,18,112,182
73,13,5,102,182
114,74,89,7,185
45,35,71,35,187
53,88,93,35,188
92,58,37,63,188
12,101,43,86,188
25,55,15,75,188
80,96,86,111,188
42,51,93,96,188
75,35,35,77,188
25,46,116,43,188
23,58,25,50,188
12,71,30,93,188
16,65,28,95,188
33,63,99,35,188
40,56,86,49,188
13,90,7,111,188
46,43,2,113,188
94,118,7,46,188
82,41,49,0,188
38,43,37,89,188
35,37,77,33,188
80,116,118,47,188
19,87,113,55,188
107,82,40,35,188
95,68,49,65,188
10,109,105,59,188
104,31,113,79,188
11,51,19,75,188
79,58,13,48,188
25,43,1,95,188
77,39,52,72,188
46,96,47,43,188
99,66,100,23,188
85,48,17,67,188
34,31,33,63,188
98,29,23,43,188
40,33,101,67,188
109,78,31,72,188
104,36,2,37,188
11,108,27,37,188
51,88,28,63,188
62,56,26,50,189
108,114,95,102,189
52,90,67,18,189
41,19,83,6,189
55,60,69,55,189
115,14,47,104,189
87,36,90,34,189
16,44,26,38,189
87,99,6,64,189
47,115,47,39,189
103,97,93,91,189
114,99,111,26,189
66,62,94,103,189
51,32,60,53,189
20,49,63,33,189
105,37,50,100,189
75,24,42,89,189
37,6,41,50,189
114,96,81,32,189
81,36,6,58,189
56,2,89,35,189
42,19,44,82,189
70,9,2,108,189
88,105,40,93,189
40,1,106,36,189
118,28,33,38,189
70,0,40,73,189
115,108,35,12,189
78,106,93,40,189
66,33,62,70,189
27,41,47,42,189
46,55,35,42,189
72,26,78,1,189
38,5,38,57,189
98,100,108,85,189
