image_number,number_of_paths
104,"(array([45, 33]), array([95, 81]))"
106,"(array([29, 16]), array([ 4, 92]))"
106,"(array([58, 16]), array([ 19, 103]))"
106,"(array([ 43, 117]), array([92, 16]))"
106,"(array([ 63, 106]), array([22, 61]))"
106,"(array([45, 99]), array([30, 64]))"
106,"(array([ 48, 107]), array([ 2, 13]))"
106,"(array([103,  98]), array([ 4, 30]))"
106,"(array([86, 95]), array([97, 51]))"
106,"(array([ 42, 114]), array([43, 60]))"
107,"(array([19, 23]), array([106, 100]))"
107,"(array([10, 75]), array([ 99, 103]))"
107,"(array([ 7, 63]), array([112,   1]))"
107,"(array([113,  19]), array([79, 45]))"
107,"(array([66, 32]), array([117,   3]))"
107,"(array([112,  25]), array([55, 85]))"
107,"(array([42, 56]), array([117,  40]))"
107,"(array([47,  8]), array([109, 106]))"
107,"(array([102,  95]), array([58, 11]))"
107,"(array([30, 37]), array([21,  0]))"
107,"(array([54, 13]), array([112,  67]))"
107,"(array([84, 94]), array([57, 37]))"
107,"(array([31, 83]), array([108, 111]))"
107,"(array([ 4, 44]), array([118,  57]))"
107,"(array([108,  21]), array([34, 15]))"
107,"(array([20, 83]), array([116,  61]))"
107,"(array([71, 17]), array([112,  99]))"
107,"(array([34, 13]), array([118,  55]))"
107,"(array([ 1, 33]), array([78, 47]))"
107,"(array([108,  72]), array([28, 64]))"
107,"(array([110,  94]), array([32,  1]))"
107,"(array([ 9, 68]), array([  1, 111]))"
107,"(array([115,  54]), array([  9, 108]))"
107,"(array([ 92, 100]), array([38, 32]))"
107,"(array([54, 75]), array([ 7, 26]))"
107,"(array([111,  80]), array([79, 21]))"
107,"(array([100, 108]), array([49, 77]))"
108,"(array([44, 57]), array([ 54, 116]))"
108,"(array([93, 66]), array([106,  32]))"
108,"(array([57, 86]), array([49,  6]))"
108,"(array([96, 47]), array([70,  5]))"
109,"(array([87, 21]), array([99, 88]))"
109,"(array([  6, 104]), array([92, 98]))"
109,"(array([110, 118]), array([70,  6]))"
109,"(array([101, 105]), array([39,  0]))"
109,"(array([  1, 105]), array([100, 111]))"
109,"(array([74, 11]), array([84, 92]))"
109,"(array([60, 27]), array([85, 69]))"
109,"(array([103,  77]), array([69,  9]))"
109,"(array([57, 52]), array([71, 11]))"
109,"(array([97, 69]), array([ 7, 12]))"
109,"(array([117, 104]), array([54,  6]))"
109,"(array([76, 92]), array([93, 17]))"
109,"(array([97, 68]), array([54, 98]))"
109,"(array([11, 92]), array([108,  80]))"
109,"(array([ 3, 86]), array([34, 45]))"
109,"(array([58, 86]), array([74, 16]))"
109,"(array([53, 57]), array([68,  4]))"
109,"(array([44,  5]), array([108,  77]))"
109,"(array([ 9, 79]), array([95, 97]))"
109,"(array([67, 54]), array([  2, 116]))"
109,"(array([  5, 106]), array([58, 66]))"
109,"(array([ 63, 116]), array([  3, 107]))"
109,"(array([101,  95]), array([79, 24]))"
109,"(array([57, 24]), array([55, 46]))"
109,"(array([63, 12]), array([66, 80]))"
109,"(array([13, 82]), array([ 86, 103]))"
109,"(array([ 8, 89]), array([54, 98]))"
109,"(array([84, 21]), array([110, 112]))"
109,"(array([65, 46]), array([75, 18]))"
109,"(array([ 82, 101]), array([64, 11]))"
109,"(array([40, 12]), array([68, 51]))"
109,"(array([ 3, 29]), array([56,  2]))"
109,"(array([76, 23]), array([44, 52]))"
109,"(array([ 91, 115]), array([ 5, 75]))"
109,"(array([70,  7]), array([84, 53]))"
109,"(array([114,  68]), array([82, 17]))"
109,"(array([110,  66]), array([39,  5]))"
109,"(array([93, 83]), array([59,  8]))"
109,"(array([67,  4]), array([58, 48]))"
109,"(array([49, 46]), array([62,  0]))"
109,"(array([ 64, 116]), array([70, 17]))"
109,"(array([54, 68]), array([78, 16]))"
109,"(array([ 0, 32]), array([11, 91]))"
109,"(array([34, 54]), array([ 5, 90]))"
110,"(array([15, 66]), array([98, 39]))"
110,"(array([79, 64]), array([101, 103]))"
111,"(array([ 22, 113]), array([61, 74]))"
111,"(array([45, 11]), array([111,  50]))"
111,"(array([50, 68]), array([19,  1]))"
112,"(array([47,  1]), array([90, 61]))"
112,"(array([ 79, 114]), array([71, 40]))"
112,"(array([108,   0]), array([100,  81]))"
112,"(array([47,  1]), array([52, 81]))"
113,"(array([ 5, 14]), array([54, 31]))"
113,"(array([66, 52]), array([70,  0]))"
113,"(array([100,  13]), array([ 37, 101]))"
113,"(array([ 80, 104]), array([15, 22]))"
113,"(array([15, 43]), array([70,  5]))"
113,"(array([104,   1]), array([17, 89]))"
113,"(array([ 83, 105]), array([82, 52]))"
113,"(array([15, 45]), array([118, 109]))"
113,"(array([23, 93]), array([112,  73]))"
113,"(array([111,  22]), array([107, 105]))"
113,"(array([ 3, 11]), array([14, 86]))"
113,"(array([72, 21]), array([ 22, 102]))"
113,"(array([77, 45]), array([ 16, 104]))"
113,"(array([54, 47]), array([ 42, 106]))"
113,"(array([ 72, 115]), array([65, 66]))"
113,"(array([110,  29]), array([ 9, 30]))"
113,"(array([14, 28]), array([117, 118]))"
113,"(array([78, 26]), array([99, 47]))"
113,"(array([82, 76]), array([44,  9]))"
113,"(array([ 29, 103]), array([91, 24]))"
113,"(array([79, 68]), array([ 29, 103]))"
113,"(array([ 52, 117]), array([117,  57]))"
113,"(array([51, 45]), array([11, 83]))"
113,"(array([97, 23]), array([ 73, 110]))"
113,"(array([2, 3]), array([19, 95]))"
113,"(array([60, 17]), array([ 6, 16]))"
113,"(array([78, 47]), array([14, 20]))"
113,"(array([57, 14]), array([ 61, 114]))"
113,"(array([18, 81]), array([115, 108]))"
113,"(array([ 6, 37]), array([63,  0]))"
113,"(array([1, 3]), array([73, 46]))"
113,"(array([70,  6]), array([ 2, 87]))"
113,"(array([70, 54]), array([104,   2]))"
113,"(array([69, 70]), array([ 57, 112]))"
113,"(array([61, 46]), array([ 6, 47]))"
113,"(array([77, 32]), array([11, 18]))"
113,"(array([ 32, 118]), array([87, 56]))"
113,"(array([62,  9]), array([19, 79]))"
113,"(array([ 47, 115]), array([56, 43]))"
113,"(array([68, 58]), array([ 22, 109]))"
113,"(array([54, 24]), array([111, 106]))"
113,"(array([ 74, 109]), array([64, 29]))"
113,"(array([95, 35]), array([ 69, 109]))"
113,"(array([ 45, 114]), array([85, 49]))"
113,"(array([ 69, 115]), array([95,  9]))"
113,"(array([94, 51]), array([4, 7]))"
113,"(array([ 6, 38]), array([65, 40]))"
113,"(array([ 3, 36]), array([112,  51]))"
113,"(array([70, 58]), array([ 23, 109]))"
113,"(array([66, 53]), array([ 84, 115]))"
113,"(array([71, 15]), array([7, 7]))"
113,"(array([76, 76]), array([61, 49]))"
113,"(array([93, 55]), array([ 99, 109]))"
113,"(array([ 61, 118]), array([68, 46]))"
113,"(array([87, 44]), array([ 3, 49]))"
113,"(array([118,  65]), array([112, 118]))"
113,"(array([118, 103]), array([78, 51]))"
113,"(array([ 39, 102]), array([96, 27]))"
113,"(array([75, 38]), array([1, 9]))"
113,"(array([ 57, 116]), array([70, 61]))"
113,"(array([ 69, 107]), array([117,  23]))"
113,"(array([10, 32]), array([107,  67]))"
113,"(array([ 19, 101]), array([66, 20]))"
113,"(array([102,  30]), array([106,   4]))"
113,"(array([82, 64]), array([ 18, 118]))"
113,"(array([118,   6]), array([ 98, 109]))"
113,"(array([96, 73]), array([18, 91]))"
113,"(array([ 9, 27]), array([60, 27]))"
113,"(array([115, 114]), array([108,   2]))"
113,"(array([16, 37]), array([67,  9]))"
113,"(array([94, 67]), array([17, 47]))"
114,"(array([30,  7]), array([76, 45]))"
114,"(array([69, 84]), array([91, 86]))"
115,"(array([68, 92]), array([86, 24]))"
115,"(array([106,  58]), array([  0, 106]))"
115,"(array([107,  68]), array([  3, 112]))"
115,"(array([ 8, 92]), array([13,  0]))"
115,"(array([ 72, 114]), array([117,  54]))"
115,"(array([ 83, 117]), array([3, 6]))"
116,"(array([68, 78]), array([65, 12]))"
116,"(array([71, 50]), array([58,  0]))"
116,"(array([71, 85]), array([109,   8]))"
116,"(array([107,  44]), array([69, 10]))"
116,"(array([ 3, 53]), array([  1, 107]))"
116,"(array([77, 65]), array([40,  7]))"
116,"(array([104, 116]), array([ 5, 63]))"
117,"(array([115, 115]), array([ 28, 109]))"
117,"(array([106,  90]), array([  7, 100]))"
117,"(array([27, 80]), array([ 0, 95]))"
117,"(array([12, 30]), array([65, 98]))"
117,"(array([ 1, 93]), array([18, 54]))"
117,"(array([113,  80]), array([  6, 114]))"
118,"(array([79,  0]), array([28, 82]))"
118,"(array([22,  8]), array([ 1, 85]))"
118,"(array([49, 59]), array([ 0, 62]))"
118,"(array([55, 53]), array([  0, 105]))"
118,"(array([63, 75]), array([11, 77]))"
118,"(array([55, 14]), array([ 11, 114]))"
118,"(array([49,  0]), array([ 1, 75]))"
118,"(array([61, 82]), array([ 23, 101]))"
118,"(array([  7, 118]), array([55, 51]))"
118,"(array([66, 58]), array([31, 82]))"
118,"(array([  8, 104]), array([79, 87]))"
118,"(array([62, 51]), array([  0, 112]))"
118,"(array([10, 83]), array([96, 93]))"
118,"(array([ 11, 118]), array([92, 71]))"
118,"(array([ 98, 117]), array([ 2, 19]))"
118,"(array([54, 12]), array([94, 87]))"
118,"(array([84, 79]), array([30, 99]))"
118,"(array([41, 43]), array([42, 96]))"
118,"(array([ 38, 112]), array([ 8, 22]))"
118,"(array([79,  3]), array([26, 70]))"
118,"(array([67, 85]), array([ 39, 104]))"
118,"(array([36, 11]), array([ 0, 54]))"
118,"(array([ 47, 113]), array([71,  8]))"
118,"(array([26, 87]), array([  6, 111]))"
118,"(array([80, 83]), array([ 44, 109]))"
118,"(array([ 16, 104]), array([40, 34]))"
118,"(array([50, 69]), array([36, 83]))"
118,"(array([ 5, 78]), array([0, 5]))"
118,"(array([ 5, 81]), array([18,  1]))"
118,"(array([41, 59]), array([23, 14]))"
118,"(array([13, 17]), array([  8, 111]))"
118,"(array([45,  0]), array([ 10, 111]))"
118,"(array([ 3, 84]), array([93, 80]))"
118,"(array([  1, 104]), array([39, 56]))"
118,"(array([67, 83]), array([0, 3]))"
118,"(array([ 3, 91]), array([37, 54]))"
118,"(array([63, 82]), array([ 36, 113]))"
118,"(array([35, 14]), array([ 19, 118]))"
118,"(array([32, 32]), array([15, 86]))"
118,"(array([67, 85]), array([73,  5]))"
118,"(array([29, 95]), array([11, 12]))"
118,"(array([ 9, 79]), array([78,  0]))"
118,"(array([  0, 101]), array([54,  7]))"
118,"(array([  0, 114]), array([12,  7]))"
118,"(array([60, 58]), array([12, 58]))"
118,"(array([91,  7]), array([ 37, 100]))"
118,"(array([25, 85]), array([42,  0]))"
118,"(array([ 1, 81]), array([86,  4]))"
118,"(array([5, 4]), array([ 6, 65]))"
118,"(array([  7, 100]), array([84, 68]))"
118,"(array([31, 86]), array([  1, 104]))"
118,"(array([54, 71]), array([25, 65]))"
118,"(array([93, 14]), array([18, 11]))"
118,"(array([67, 87]), array([13, 98]))"
118,"(array([89, 82]), array([27, 88]))"
118,"(array([89, 70]), array([ 34, 108]))"
118,"(array([80, 74]), array([ 20, 102]))"
118,"(array([ 26, 102]), array([65, 92]))"
118,"(array([  0, 118]), array([ 8, 17]))"
118,"(array([ 18, 112]), array([51, 60]))"
118,"(array([18, 16]), array([37, 91]))"
118,"(array([98, 96]), array([ 8, 86]))"
118,"(array([ 8, 71]), array([20, 15]))"
118,"(array([48, 11]), array([18, 73]))"
118,"(array([55, 60]), array([ 1, 60]))"
118,"(array([ 42, 117]), array([5, 5]))"
118,"(array([79, 64]), array([32, 95]))"
119,"(array([86, 91]), array([8, 2]))"
119,"(array([63, 70]), array([104,  83]))"
12,"(array([9, 5]), array([ 11, 102]))"
12,"(array([42,  7]), array([18, 23]))"
12,"(array([85, 96]), array([3, 5]))"
12,"(array([ 13, 115]), array([97, 63]))"
12,"(array([89, 87]), array([74,  0]))"
12,"(array([17, 34]), array([ 12, 115]))"
120,"(array([47, 69]), array([98, 28]))"
120,"(array([60, 67]), array([101,  36]))"
120,"(array([56, 44]), array([ 94, 116]))"
120,"(array([63, 17]), array([ 21, 112]))"
120,"(array([ 3, 66]), array([95, 81]))"
121,"(array([ 9, 48]), array([ 75, 110]))"
121,"(array([  9, 118]), array([21, 13]))"
121,"(array([60, 20]), array([34, 28]))"
121,"(array([57,  9]), array([10, 57]))"
121,"(array([118,  16]), array([107, 116]))"
121,"(array([105,  16]), array([106, 106]))"
121,"(array([97, 48]), array([ 51, 112]))"
121,"(array([50, 62]), array([86, 10]))"
121,"(array([103,  14]), array([23,  5]))"
121,"(array([ 80, 116]), array([82, 50]))"
121,"(array([90,  8]), array([70,  6]))"
121,"(array([110,  14]), array([ 9, 13]))"
121,"(array([110,   7]), array([33, 45]))"
121,"(array([30, 35]), array([ 67, 117]))"
121,"(array([88, 18]), array([54, 59]))"
121,"(array([ 95, 114]), array([78, 55]))"
121,"(array([34, 36]), array([5, 3]))"
121,"(array([ 8, 28]), array([75,  0]))"
121,"(array([ 30, 114]), array([102,  50]))"
121,"(array([  4, 109]), array([ 9, 49]))"
121,"(array([56, 10]), array([15, 31]))"
121,"(array([79,  5]), array([31, 30]))"
121,"(array([23, 25]), array([108,   8]))"
121,"(array([65, 60]), array([  7, 110]))"
121,"(array([113, 116]), array([ 0, 12]))"
121,"(array([ 91, 112]), array([80, 13]))"
121,"(array([64, 67]), array([61, 22]))"
121,"(array([75, 54]), array([115,   4]))"
121,"(array([58, 22]), array([22, 34]))"
121,"(array([108, 102]), array([115,  38]))"
121,"(array([31, 30]), array([  1, 106]))"
121,"(array([80, 22]), array([104, 113]))"
121,"(array([43, 52]), array([ 73, 115]))"
121,"(array([ 84, 112]), array([66, 11]))"
121,"(array([92, 19]), array([58, 40]))"
121,"(array([104,  19]), array([ 8, 62]))"
121,"(array([104, 114]), array([82, 49]))"
121,"(array([ 27, 118]), array([87, 20]))"
121,"(array([38, 52]), array([ 88, 116]))"
121,"(array([110,   6]), array([49, 62]))"
121,"(array([41, 56]), array([ 89, 112]))"
121,"(array([33, 22]), array([  3, 112]))"
121,"(array([76, 60]), array([101,  11]))"
121,"(array([ 98, 111]), array([ 2, 11]))"
121,"(array([53, 40]), array([ 84, 117]))"
121,"(array([110,  55]), array([57,  1]))"
121,"(array([116,  12]), array([68, 48]))"
121,"(array([99,  0]), array([ 42, 117]))"
121,"(array([100,  14]), array([ 9, 29]))"
121,"(array([103, 110]), array([12, 27]))"
121,"(array([ 78, 115]), array([ 21, 117]))"
121,"(array([27, 48]), array([105,  16]))"
121,"(array([40, 33]), array([113,  19]))"
121,"(array([111,  39]), array([58, 13]))"
121,"(array([113,  54]), array([113,   7]))"
123,"(array([77, 64]), array([40, 11]))"
123,"(array([118,   7]), array([38, 98]))"
123,"(array([96, 59]), array([30,  2]))"
123,"(array([ 2, 22]), array([25, 69]))"
123,"(array([ 5, 49]), array([109,   9]))"
123,"(array([18, 79]), array([116,  22]))"
123,"(array([68, 71]), array([16, 40]))"
123,"(array([80, 10]), array([ 2, 73]))"
123,"(array([ 6, 16]), array([72, 84]))"
124,"(array([93, 36]), array([103,   1]))"
124,"(array([116,  31]), array([ 40, 109]))"
124,"(array([103,  15]), array([97, 89]))"
125,"(array([72, 86]), array([116,  93]))"
125,"(array([100, 101]), array([17,  7]))"
126,"(array([ 20, 115]), array([ 73, 116]))"
126,"(array([ 7, 10]), array([64, 96]))"
126,"(array([82, 96]), array([ 2, 13]))"
127,"(array([99, 68]), array([42,  2]))"
127,"(array([85,  9]), array([46,  2]))"
127,"(array([109,  46]), array([73,  5]))"
127,"(array([87, 72]), array([41, 19]))"
127,"(array([110,  23]), array([46,  0]))"
127,"(array([22, 69]), array([101,   0]))"
127,"(array([104, 107]), array([112,  56]))"
127,"(array([74, 44]), array([103,   6]))"
128,"(array([61, 92]), array([70,  0]))"
129,"(array([ 74, 116]), array([75, 73]))"
129,"(array([115,  46]), array([22, 15]))"
129,"(array([73, 80]), array([114,  14]))"
129,"(array([99, 53]), array([8, 1]))"
129,"(array([11, 25]), array([82, 36]))"
129,"(array([83, 86]), array([83,  9]))"
13,"(array([49, 72]), array([  0, 117]))"
130,"(array([55, 51]), array([39, 84]))"
130,"(array([32, 57]), array([64,  0]))"
130,"(array([ 71, 109]), array([37, 15]))"
130,"(array([89,  9]), array([24, 16]))"
130,"(array([108, 109]), array([78, 17]))"
130,"(array([114, 107]), array([48, 61]))"
130,"(array([108,  19]), array([ 31, 110]))"
130,"(array([111, 110]), array([38, 82]))"
130,"(array([35, 95]), array([107, 111]))"
130,"(array([ 31, 112]), array([22,  8]))"
130,"(array([116,  15]), array([36, 88]))"
130,"(array([ 29, 101]), array([29, 65]))"
130,"(array([ 99, 104]), array([30, 10]))"
130,"(array([105, 109]), array([116,  41]))"
130,"(array([27, 11]), array([113,   9]))"
130,"(array([ 99, 109]), array([15, 69]))"
130,"(array([69, 85]), array([97, 46]))"
130,"(array([ 63, 106]), array([40, 15]))"
130,"(array([ 42, 103]), array([93, 15]))"
130,"(array([27, 64]), array([17,  9]))"
130,"(array([109,   4]), array([51, 49]))"
130,"(array([ 45, 110]), array([114,   2]))"
130,"(array([77,  6]), array([41, 52]))"
130,"(array([36, 84]), array([65, 86]))"
130,"(array([37, 85]), array([87, 15]))"
130,"(array([ 25, 118]), array([108,   2]))"
130,"(array([107, 113]), array([106,  18]))"
130,"(array([66, 81]), array([87, 15]))"
130,"(array([38, 11]), array([67, 70]))"
130,"(array([92, 18]), array([70, 90]))"
130,"(array([ 36, 111]), array([118, 106]))"
130,"(array([108, 104]), array([26, 83]))"
130,"(array([79, 10]), array([100, 111]))"
130,"(array([43, 55]), array([117,   2]))"
130,"(array([28, 56]), array([ 97, 109]))"
130,"(array([73, 13]), array([79, 95]))"
130,"(array([113,  45]), array([ 6, 60]))"
130,"(array([26, 10]), array([107, 111]))"
130,"(array([ 71, 117]), array([11, 66]))"
130,"(array([108, 106]), array([ 44, 111]))"
130,"(array([112,  49]), array([49, 52]))"
130,"(array([74, 63]), array([ 41, 112]))"
130,"(array([111,  31]), array([80, 88]))"
130,"(array([101,   0]), array([35, 67]))"
130,"(array([ 27, 105]), array([33, 53]))"
130,"(array([39,  9]), array([ 30, 110]))"
130,"(array([48, 58]), array([68, 85]))"
130,"(array([107,  29]), array([13,  8]))"
130,"(array([34,  2]), array([79, 69]))"
130,"(array([ 35, 101]), array([42, 10]))"
130,"(array([10, 59]), array([ 46, 115]))"
130,"(array([ 76, 101]), array([22,  8]))"
130,"(array([24, 11]), array([112,  25]))"
130,"(array([53, 47]), array([109, 107]))"
130,"(array([ 31, 109]), array([104,  33]))"
130,"(array([85, 10]), array([ 27, 117]))"
130,"(array([35, 59]), array([107,  31]))"
130,"(array([13, 64]), array([116,  39]))"
130,"(array([ 35, 118]), array([ 2, 50]))"
130,"(array([105,  13]), array([27, 60]))"
130,"(array([ 69, 107]), array([100,  12]))"
130,"(array([71, 93]), array([68, 16]))"
130,"(array([105,  10]), array([52, 50]))"
130,"(array([36, 96]), array([94, 12]))"
130,"(array([37, 98]), array([108,  41]))"
130,"(array([81,  6]), array([ 31, 117]))"
130,"(array([38, 64]), array([69,  1]))"
130,"(array([34, 87]), array([102,  98]))"
130,"(array([19,  8]), array([70, 68]))"
130,"(array([ 23, 114]), array([110,   6]))"
130,"(array([38, 64]), array([21,  9]))"
130,"(array([102,  14]), array([23, 10]))"
130,"(array([78,  9]), array([ 27, 116]))"
130,"(array([30, 63]), array([ 30, 117]))"
130,"(array([40,  7]), array([117,  13]))"
130,"(array([ 34, 115]), array([115,   1]))"
130,"(array([32, 56]), array([73, 15]))"
130,"(array([89,  1]), array([78, 67]))"
130,"(array([ 67, 115]), array([55, 53]))"
130,"(array([1, 8]), array([108,  36]))"
130,"(array([29, 64]), array([114, 107]))"
130,"(array([115, 108]), array([74,  9]))"
130,"(array([33, 70]), array([ 98, 100]))"
130,"(array([33, 56]), array([113,  37]))"
130,"(array([3, 0]), array([18, 57]))"
130,"(array([104,   3]), array([52, 60]))"
130,"(array([ 44, 105]), array([35, 10]))"
130,"(array([80, 64]), array([ 42, 114]))"
130,"(array([88, 46]), array([80, 99]))"
130,"(array([18,  9]), array([84, 10]))"
130,"(array([57, 56]), array([15, 14]))"
130,"(array([48, 59]), array([108,  47]))"
130,"(array([40, 13]), array([ 80, 104]))"
130,"(array([84, 17]), array([ 70, 114]))"
130,"(array([ 35, 113]), array([68, 67]))"
130,"(array([48, 50]), array([104, 108]))"
130,"(array([58,  3]), array([51, 92]))"
130,"(array([21, 15]), array([114,   7]))"
130,"(array([ 4, 60]), array([74, 16]))"
130,"(array([22,  7]), array([ 19, 107]))"
130,"(array([29, 59]), array([109,  10]))"
130,"(array([ 97, 107]), array([106,  10]))"
130,"(array([116, 108]), array([30, 60]))"
130,"(array([15, 60]), array([39, 92]))"
130,"(array([ 81, 102]), array([ 23, 117]))"
130,"(array([27, 85]), array([ 99, 103]))"
130,"(array([77, 13]), array([ 14, 102]))"
130,"(array([ 75, 111]), array([40,  3]))"
131,"(array([72, 66]), array([ 5, 32]))"
131,"(array([82, 81]), array([17, 75]))"
131,"(array([  0, 118]), array([59, 24]))"
132,"(array([100,  36]), array([  4, 115]))"
133,"(array([101,  44]), array([ 19, 104]))"
133,"(array([32, 35]), array([92,  4]))"
133,"(array([ 1, 28]), array([ 73, 112]))"
133,"(array([66, 70]), array([107,  18]))"
133,"(array([50, 42]), array([109,  22]))"
133,"(array([101,  76]), array([18, 23]))"
133,"(array([95, 20]), array([ 34, 114]))"
133,"(array([115,  31]), array([ 6, 25]))"
133,"(array([118,  34]), array([21, 78]))"
133,"(array([26, 92]), array([89, 31]))"
133,"(array([114,  37]), array([14, 24]))"
