startx,starty,goalx,goaly,imagenumber
105,113,117,94,10
98,84,52,41,10
59,50,30,45,10
96,59,62,72,10
112,20,51,43,10
46,55,64,66,10
36,92,57,31,10
35,0,3,87,10
85,43,48,22,10
1,118,10,2,10
52,57,100,51,10
45,58,115,92,100
43,74,35,42,100
11,4,85,19,100
90,11,98,7,100
40,2,35,117,100
108,110,110,32,100
20,8,79,106,100
68,101,106,98,100
25,84,6,5,100
21,56,116,112,100
74,57,22,99,100
53,109,56,48,100
118,39,63,58,100
51,106,73,113,100
108,17,82,77,100
83,19,5,11,100
77,23,26,71,100
37,112,70,93,100
101,45,115,92,100
108,2,92,8,100
69,72,71,113,100
23,103,36,86,100
104,114,114,63,100
67,90,105,112,100
39,56,27,1,100
24,46,56,47,100
51,93,79,52,100
103,39,78,100,100
100,28,91,5,100
103,21,45,110,100
44,56,42,50,100
105,103,55,80,100
67,83,41,8,100
51,86,69,89,100
44,58,79,117,100
71,100,57,78,100
115,17,39,53,100
46,100,24,70,100
111,69,112,4,100
49,96,21,87,100
50,86,97,23,100
68,44,27,67,100
15,3,108,85,100
35,104,101,21,100
78,97,78,114,100
53,115,68,111,100
25,64,116,100,100
115,54,77,98,100
115,110,72,74,100
60,103,61,69,100
111,71,2,5,100
58,111,61,95,100
36,108,82,55,100
67,74,107,9,100
76,105,111,101,100
56,65,22,3,100
97,11,104,5,100
105,100,108,92,100
46,101,77,86,100
118,0,115,34,100
111,37,42,7,100
64,48,40,6,100
111,1,34,52,100
114,105,115,92,100
106,85,23,47,100
71,51,24,91,100
83,84,29,6,100
111,101,98,22,100
40,106,96,10,100
107,20,47,95,100
29,114,54,60,100
105,95,87,81,100
11,8,25,112,100
29,49,108,66,100
52,115,57,111,100
34,74,108,73,100
24,8,25,108,100
77,60,37,80,100
86,79,113,7,100
55,75,66,78,100
31,93,61,50,100
81,80,64,114,100
68,51,44,63,100
50,53,70,85,100
52,78,33,45,100
52,57,37,94,100
59,61,58,63,100
88,21,70,83,100
31,43,47,80,100
108,35,59,82,100
38,109,45,71,100
6,10,67,86,100
46,55,60,45,100
91,9,110,48,100
85,75,63,67,100
117,87,23,5,100
21,56,45,54,100
108,1,20,67,100
35,56,23,68,100
20,11,79,94,100
40,73,117,86,100
118,46,22,76,100
74,107,22,7,100
57,84,34,60,100
45,109,51,95,100
22,12,117,73,100
103,44,34,41,100
51,66,72,114,100
97,23,74,64,100
77,104,73,59,100
69,114,78,118,100
105,88,76,116,100
29,100,71,83,100
108,53,101,23,100
30,51,19,64,100
80,86,50,60,100
83,87,18,65,100
58,90,101,40,100
82,103,42,46,100
104,86,106,110,100
96,4,78,56,100
115,40,25,83,100
38,71,21,107,100
8,4,42,68,100
28,107,66,63,100
93,4,72,97,100
115,76,45,112,100
33,94,52,105,100
29,70,38,64,100
34,43,103,14,100
108,13,42,89,100
20,76,47,78,100
99,6,53,48,100
84,87,32,83,100
82,69,75,99,100
105,57,37,4,100
115,57,36,63,100
93,7,77,67,100
37,116,116,0,100
75,91,100,20,100
46,96,63,45,100
73,46,70,44,100
42,47,62,89,100
40,75,72,96,100
118,18,113,20,100
116,71,113,34,100
49,68,81,84,100
72,90,68,55,100
31,80,115,74,100
46,88,65,77,100
57,68,22,2,100
116,79,28,90,100
37,91,57,90,100
25,104,43,108,100
113,29,21,11,100
34,102,40,53,100
97,8,32,51,100
74,96,73,83,100
19,5,87,74,100
18,8,75,64,100
27,99,38,80,100
29,81,55,53,100
33,61,54,80,100
7,2,29,90,100
107,39,41,92,100
46,116,71,57,100
81,82,33,66,100
100,0,106,67,100
24,59,20,69,100
39,5,77,96,100
77,98,52,52,100
114,62,49,102,100
65,91,40,79,100
63,69,106,114,100
6,3,66,54,100
5,5,107,28,100
62,95,29,82,100
53,43,101,6,100
56,61,57,57,100
50,80,114,92,100
118,29,112,44,100
63,99,113,16,100
78,99,38,92,100
28,105,74,50,100
27,49,61,43,100
33,0,39,10,100
68,49,51,57,100
79,103,82,62,100
34,49,28,44,100
62,59,36,56,100
37,114,24,91,100
58,66,38,96,100
4,10,12,1,100
83,10,29,89,100
79,105,57,116,100
117,100,80,99,100
37,58,93,22,100
101,81,40,112,100
86,84,63,97,100
24,103,54,113,100
47,78,1,48,101
13,40,85,97,101
72,82,74,62,101
13,61,34,47,101
10,7,26,48,101
28,67,72,91,101
0,48,91,86,101
23,50,11,15,101
79,44,47,66,101
72,3,5,65,101
5,45,100,80,101
35,50,111,89,101
66,3,16,10,101
78,99,32,44,101
32,43,67,97,101
96,76,34,2,101
78,99,16,3,101
31,69,74,10,101
25,36,38,50,101
70,4,9,36,101
21,16,104,84,101
83,109,66,2,101
66,105,72,92,101
73,105,6,115,101
7,117,74,56,101
16,43,32,65,101
67,51,6,8,101
71,80,17,0,101
10,63,33,48,101
9,3,58,84,101
88,75,29,57,101
14,46,1,50,101
72,95,97,89,101
70,93,72,18,101
9,60,56,86,101
15,65,16,60,101
20,68,107,91,101
13,13,65,40,101
11,93,92,73,101
103,74,64,11,101
83,97,19,16,101
29,48,90,98,101
72,9,85,52,101
13,95,42,67,101
99,86,17,42,101
90,72,20,43,101
23,55,60,88,101
31,13,74,64,101
67,83,96,94,101
66,85,64,81,101
19,7,73,11,101
39,69,91,75,101
74,106,88,88,101
63,78,52,84,101
91,74,71,62,101
65,12,91,95,101
0,59,69,50,101
68,101,34,3,101
27,46,10,18,101
69,91,34,38,101
50,74,76,9,101
63,78,74,82,101
77,93,21,45,101
65,43,10,93,101
96,85,81,90,101
77,103,15,87,101
75,96,80,76,101
98,68,64,93,101
41,76,6,53,101
62,84,86,91,101
3,64,19,61,101
96,90,19,41,101
84,93,16,56,101
46,61,52,79,101
74,42,7,117,101
13,16,41,61,101
36,61,75,55,101
23,14,1,55,101
38,55,92,77,101
60,9,109,92,101
75,112,82,71,101
85,64,30,73,101
33,58,93,103,101
73,91,65,82,101
14,47,93,69,101
90,72,64,105,101
61,86,10,56,101
110,91,16,84,101
87,104,45,54,101
5,61,98,79,101
11,3,93,77,101
98,86,24,4,101
71,50,79,55,101
43,74,26,54,101
78,108,25,5,101
80,61,73,18,101
83,81,66,103,101
79,58,24,64,101
103,90,38,63,101
28,67,87,98,101
13,4,27,2,101
88,59,92,98,101
3,54,72,101,101
55,81,24,48,101
69,17,87,76,101
12,15,72,53,101
8,118,101,95,101
70,44,24,56,101
39,54,87,66,101
3,59,27,46,101
17,13,38,57,101
11,17,69,47,101
45,55,7,36,101
76,105,10,11,101
34,59,75,103,101
77,45,27,60,101
39,70,81,93,101
83,83,73,103,101
46,72,80,84,101
97,79,1,38,101
3,47,38,71,101
62,102,60,91,101
29,39,81,10,101
16,49,24,50,101
96,85,30,10,101
25,44,20,40,101
78,83,29,2,101
77,72,103,89,101
22,61,84,92,101
78,65,93,66,101
73,100,70,3,101
16,59,34,2,101
86,68,94,93,101
85,102,17,49,101
73,81,22,57,101
39,56,60,5,101
90,93,88,13,101
88,72,113,89,101
24,5,16,8,101
16,5,11,8,101
72,9,7,52,101
81,87,59,85,101
35,63,19,60,101
62,8,20,63,101
13,4,42,49,101
6,18,105,80,101
60,98,28,52,101
63,103,26,13,101
71,43,73,8,101
20,41,82,106,101
28,63,81,50,101
22,49,23,16,101
2,113,38,39,101
91,67,58,82,101
30,45,79,11,101
68,2,4,43,101
45,66,30,70,101
78,85,24,7,101
77,96,86,102,101
14,8,94,88,101
41,66,85,97,101
23,40,98,85,101
58,81,86,63,101
3,7,64,83,101
93,66,1,113,101
43,71,11,1,101
17,47,93,91,101
16,84,74,53,101
13,68,44,75,101
10,43,59,91,101
75,15,75,62,101
1,60,80,86,101
49,82,31,48,101
42,70,87,91,101
21,10,65,9,101
70,83,4,46,101
42,65,83,63,101
67,84,10,49,101
86,96,58,83,101
97,79,79,84,101
107,81,33,51,101
93,75,79,102,101
18,18,16,12,101
11,39,89,97,101
62,108,37,56,101
11,45,11,15,101
39,57,14,87,101
69,47,41,61,101
85,89,97,82,101
81,105,25,62,101
5,115,21,11,101
33,15,2,4,101
82,12,83,103,101
11,3,7,52,101
31,55,96,86,101
99,83,45,76,101
45,69,3,0,101
85,59,70,96,101
19,72,69,109,101
49,79,23,16,101
63,113,93,93,102
9,109,113,8,102
101,87,98,95,102
84,115,47,64,102
90,91,62,104,102
89,75,91,11,102
33,28,65,89,102
33,5,83,113,102
36,18,104,20,102
89,46,40,114,102
83,89,80,105,102
114,34,35,107,102
84,93,108,6,102
63,116,46,55,102
37,69,36,44,102
90,92,90,26,102
30,38,113,117,102
35,111,103,20,102
109,28,98,12,102
52,16,82,90,102
92,110,21,20,102
97,34,20,105,102
91,27,23,43,102
49,113,46,26,102
44,57,87,113,102
35,37,48,113,102
44,57,5,111,102
82,11,23,30,102
24,40,19,33,102
15,113,112,88,102
25,21,40,50,102
101,43,114,113,102
21,108,88,96,102
112,31,17,34,102
94,90,37,7,102
31,4,73,103,102
18,38,57,9,102
40,28,88,108,102
106,113,97,14,102
90,61,7,42,102
39,22,86,41,102
11,26,91,20,102
42,45,48,56,102
38,26,0,73,102
46,52,50,92,102
49,26,20,34,102
14,105,114,89,102
60,7,47,71,102
82,69,43,57,102
34,50,49,51,102
38,29,45,111,102
36,11,45,95,102
29,12,91,90,102
114,5,41,16,102
38,8,34,22,102
96,26,18,105,102
31,20,54,114,102
112,34,8,117,102
90,17,94,31,102
4,115,89,34,102
0,46,97,8,102
80,106,9,111,102
19,45,11,4,102
85,31,47,107,102
37,25,60,102,102
30,18,96,72,102
29,35,55,7,102
33,61,61,109,102
41,67,68,107,102
20,23,46,108,102
83,100,91,35,102
88,86,30,52,102
99,52,25,62,102
82,60,6,41,102
44,92,17,45,102
36,14,87,45,102
86,39,40,52,102
33,114,28,27,102
92,46,87,47,102
108,113,32,61,102
54,11,87,103,102
98,12,42,50,102
96,16,51,118,102
96,7,105,13,102
45,12,94,1,102
92,24,91,12,102
23,111,13,29,102
88,83,48,21,102
96,100,12,112,102
60,102,96,75,102
95,24,62,115,102
43,59,99,24,102
36,11,49,4,102
107,26,85,24,102
48,69,93,50,102
98,21,44,29,102
2,96,30,16,102
101,2,30,39,102
105,30,52,102,102
96,95,27,116,102
35,10,86,80,102
29,27,11,110,102
87,13,22,47,102
91,85,88,110,102
58,117,94,108,102
26,44,89,73,102
22,24,45,112,102
19,101,3,107,102
87,98,35,106,102
89,28,46,60,102
47,107,46,57,102
41,26,45,27,102
108,0,18,6,102
69,8,107,111,102
45,50,25,9,102
101,33,44,48,102
69,8,24,55,102
35,31,85,16,102
2,97,24,36,102
98,72,24,101,102
89,65,36,52,102
34,23,30,55,102
55,117,9,115,102
100,98,9,101,102
113,78,36,112,102
92,55,80,99,102
15,113,68,15,102
60,114,13,38,102
87,50,99,59,102
48,113,21,116,102
21,5,1,98,102
12,106,78,11,102
99,40,26,109,102
39,33,88,74,102
75,5,20,12,102
52,2,94,58,102
96,64,78,104,102
106,1,49,102,102
21,40,95,1,102
88,56,43,52,102
28,25,99,45,102
23,32,107,29,102
105,7,90,27,102
41,61,99,94,102
81,115,52,110,102
44,102,103,113,102
38,36,37,18,102
19,45,64,15,102
89,10,74,95,102
92,65,88,88,102
111,84,73,5,102
60,7,51,110,102
29,40,34,27,102
108,109,38,107,102
101,37,65,99,102
35,46,41,19,102
29,5,29,20,102
51,111,64,92,102
27,40,29,42,102
93,72,61,109,102
91,102,87,68,102
102,84,98,69,102
101,4,0,73,102
8,112,24,27,102
108,28,107,85,102
69,99,29,64,102
25,16,96,72,102
115,10,33,19,102
68,101,2,112,102
26,25,12,33,102
88,20,26,31,102
33,99,92,68,102
91,80,39,50,102
39,26,21,17,102
48,73,90,80,102
19,101,48,17,102
92,93,3,109,102
41,44,27,38,102
97,23,56,112,102
90,51,90,101,102
41,114,104,84,102
14,14,107,114,102
90,55,21,107,102
62,106,96,27,102
96,58,62,5,102
98,103,23,42,102
79,95,89,20,102
46,93,72,5,102
105,13,98,37,102
89,80,23,106,102
70,17,87,86,102
23,117,35,9,102
24,3,11,103,102
69,10,97,18,102
101,17,95,46,102
23,29,103,109,102
17,15,99,11,102
49,21,17,15,102
85,108,23,34,102
98,3,0,109,102
60,83,99,64,103
63,1,100,66,103
117,27,116,50,103
45,88,117,58,103
82,27,100,64,103
68,41,66,43,103
51,56,59,28,103
101,68,73,56,103
67,41,50,69,103
98,51,47,67,103
114,116,100,63,103
63,105,96,106,103
103,22,70,81,103
77,24,67,14,103
78,61,75,97,103
100,39,39,20,103
67,102,98,93,103
73,45,116,30,103
110,87,66,28,103
116,68,103,44,103
80,69,75,37,103
112,44,92,108,103
67,62,69,2,103
80,77,118,53,103
83,25,22,91,103
97,96,62,88,103
117,53,98,107,103
55,33,63,107,103
92,111,92,99,103
114,11,92,47,103
54,21,53,109,103
36,98,41,19,103
84,58,29,111,103
46,67,96,106,103
71,15,115,17,103
103,104,77,63,103
74,110,70,111,103
46,85,51,23,103
118,46,81,49,103
34,47,33,108,103
78,7,60,89,103
80,41,53,28,103
29,113,48,106,103
118,44,45,48,103
78,73,54,105,103
75,60,64,112,103
40,100,102,19,103
49,95,87,118,103
51,67,73,114,103
90,78,39,38,103
92,96,37,36,103
88,69,116,116,103
31,111,32,96,103
50,15,74,33,103
54,31,87,61,103
55,107,81,72,103
47,31,107,100,103
73,93,61,111,103
41,108,116,39,103
33,93,65,54,103
71,102,109,86,103
94,106,37,23,103
48,50,81,103,103
29,107,86,18,103
37,105,77,28,103
70,42,67,82,103
89,44,35,94,103
70,65,38,109,103
41,46,111,44,103
48,18,27,105,103
47,116,81,50,103
58,105,97,33,103
50,52,69,69,103
53,41,106,38,103
98,101,50,111,103
98,83,36,35,103
103,58,117,36,103
75,46,41,93,103
114,60,50,55,103
111,18,65,6,103
92,88,53,63,103
27,101,97,112,103
81,50,48,38,103
65,6,79,53,103
84,111,81,37,103
51,97,115,14,103
66,31,39,116,103
109,99,55,99,103
74,89,69,62,103
88,12,102,25,103
107,46,59,70,103
57,72,107,91,103
79,114,114,23,103
75,115,62,38,103
91,112,84,115,103
73,85,89,19,103
38,110,56,53,103
62,59,75,109,103
42,113,41,26,103
53,40,40,27,103
37,117,66,28,103
78,70,47,115,103
60,81,42,94,103
41,21,73,25,103
36,22,21,105,103
72,49,83,75,103
60,96,74,107,103
64,37,108,14,103
68,5,91,88,103
95,30,57,58,103
112,18,31,107,103
49,16,111,86,103
116,105,71,79,103
53,51,112,64,103
102,93,28,88,103
39,59,87,97,103
67,105,58,34,103
81,62,98,49,103
83,50,71,57,103
33,115,63,59,103
114,69,89,34,103
93,73,45,48,103
52,59,116,20,103
44,56,56,38,103
105,29,78,43,103
74,28,87,86,103
50,107,78,95,103
92,54,61,54,103
38,107,66,45,103
59,108,93,57,103
86,37,106,62,103
30,112,43,24,103
38,97,116,39,103
46,87,67,9,103
46,111,46,108,103
51,91,91,113,103
40,58,116,85,103
82,21,76,45,103
54,35,110,85,103
110,51,47,97,103
52,112,72,24,103
79,10,47,62,103
35,37,26,84,103
67,28,98,43,103
40,115,58,39,103
76,91,102,42,103
99,76,35,71,103
40,61,100,108,103
65,44,90,0,103
51,86,34,28,103
53,21,44,110,103
67,28,42,18,103
31,102,93,13,103
29,84,95,67,103
87,82,84,74,103
40,15,71,2,103
93,82,103,50,103
44,52,103,41,103
45,97,63,63,103
48,38,61,101,103
81,75,113,72,103
35,114,42,44,103
61,114,66,30,103
84,0,64,66,103
53,84,67,6,103
74,115,105,36,103
39,71,87,51,103
25,94,57,53,103
111,110,73,81,103
114,102,27,102,103
26,111,70,24,103
36,104,38,61,103
92,101,97,9,103
95,7,106,53,103
31,86,65,7,103
64,1,80,4,103
98,27,70,82,103
63,104,41,111,103
10,95,40,31,103
77,51,54,40,103
98,69,115,70,103
27,95,25,112,103
99,37,92,97,103
92,114,111,115,103
92,109,37,45,103
65,74,78,41,103
90,24,41,19,103
106,21,28,92,103
77,95,117,109,103
105,45,43,41,103
85,17,40,88,103
74,38,56,58,103
36,95,48,88,103
35,111,15,108,103
89,42,93,18,103
41,24,80,77,103
