image_number,number_of_paths
121,"(array([17, 17]), array([  7, 117]))"
121,"(array([58, 60]), array([106, 105]))"
121,"(array([39, 32]), array([108,  16]))"
121,"(array([25, 25]), array([ 58, 118]))"
121,"(array([78, 18]), array([45, 41]))"
121,"(array([54, 54]), array([ 13, 111]))"
123,"(array([82, 56]), array([28, 26]))"
123,"(array([77, 81]), array([ 7, 18]))"
123,"(array([82, 73]), array([ 0, 27]))"
123,"(array([95, 11]), array([28,  0]))"
123,"(array([ 0, 22]), array([16, 85]))"
124,"(array([ 94, 105]), array([117,  89]))"
124,"(array([ 76, 105]), array([71, 75]))"
125,"(array([103,  38]), array([ 2, 76]))"
127,"(array([41,  7]), array([  4, 113]))"
127,"(array([83, 40]), array([ 2, 70]))"
127,"(array([59, 98]), array([ 4, 78]))"
129,"(array([ 75, 116]), array([93, 98]))"
129,"(array([75, 96]), array([113,  15]))"
13,"(array([ 41, 115]), array([103,  75]))"
130,"(array([8, 8]), array([32, 88]))"
130,"(array([116,  12]), array([ 64, 115]))"
130,"(array([ 2, 52]), array([101, 103]))"
130,"(array([ 61, 102]), array([109,   2]))"
130,"(array([15,  4]), array([23, 58]))"
130,"(array([116,   2]), array([32, 92]))"
130,"(array([93,  2]), array([ 74, 103]))"
130,"(array([56, 48]), array([91,  9]))"
130,"(array([63, 70]), array([9, 4]))"
130,"(array([6, 2]), array([55, 60]))"
130,"(array([103,   2]), array([40,  2]))"
130,"(array([68, 96]), array([68, 13]))"
130,"(array([59, 64]), array([35,  9]))"
130,"(array([77,  9]), array([114, 102]))"
130,"(array([14, 12]), array([66, 13]))"
130,"(array([ 8, 64]), array([42,  4]))"
130,"(array([ 40, 116]), array([109, 102]))"
130,"(array([ 35, 110]), array([46, 62]))"
130,"(array([107,  35]), array([12, 11]))"
130,"(array([62, 60]), array([ 42, 103]))"
130,"(array([ 39, 102]), array([68, 87]))"
130,"(array([ 66, 115]), array([3, 3]))"
130,"(array([116,  33]), array([ 66, 118]))"
130,"(array([ 33, 100]), array([36, 60]))"
130,"(array([74, 10]), array([23, 14]))"
130,"(array([11, 60]), array([43, 96]))"
130,"(array([23,  6]), array([47, 54]))"
130,"(array([70, 13]), array([46, 56]))"
130,"(array([64, 12]), array([ 33, 100]))"
130,"(array([32, 58]), array([104, 110]))"
130,"(array([35, 64]), array([ 27, 103]))"
130,"(array([73, 11]), array([32, 61]))"
130,"(array([20, 10]), array([67, 65]))"
130,"(array([72, 91]), array([ 7, 97]))"
130,"(array([ 31, 103]), array([115, 103]))"
130,"(array([63, 13]), array([77, 69]))"
130,"(array([ 7, 16]), array([83, 91]))"
130,"(array([ 47, 104]), array([108,  40]))"
130,"(array([77, 83]), array([86, 15]))"
130,"(array([26, 55]), array([ 24, 107]))"
130,"(array([83,  5]), array([50, 63]))"
130,"(array([ 47, 117]), array([61, 14]))"
130,"(array([ 29, 105]), array([97,  3]))"
130,"(array([109, 110]), array([39, 53]))"
130,"(array([71, 68]), array([105, 114]))"
130,"(array([ 98, 102]), array([107,   1]))"
130,"(array([106,  44]), array([ 0, 66]))"
130,"(array([14,  9]), array([103,  12]))"
130,"(array([ 95, 104]), array([13, 56]))"
130,"(array([106,  10]), array([72, 32]))"
130,"(array([ 38, 105]), array([73, 16]))"
130,"(array([37, 60]), array([41, 94]))"
130,"(array([69, 31]), array([ 32, 103]))"
130,"(array([17,  6]), array([77, 91]))"
130,"(array([22,  5]), array([90, 13]))"
130,"(array([87,  9]), array([ 26, 102]))"
130,"(array([31,  3]), array([10,  0]))"
130,"(array([102,  45]), array([28, 68]))"
130,"(array([42, 56]), array([113,  33]))"
130,"(array([109,   8]), array([37, 92]))"
130,"(array([ 67, 109]), array([88, 46]))"
130,"(array([70,  9]), array([113, 108]))"
130,"(array([66, 69]), array([ 9, 15]))"
130,"(array([37, 64]), array([16, 54]))"
130,"(array([112,  22]), array([69, 14]))"
130,"(array([107,   1]), array([76, 84]))"
130,"(array([70,  4]), array([19, 56]))"
130,"(array([ 20, 107]), array([101, 103]))"
130,"(array([66, 18]), array([18, 14]))"
130,"(array([68, 94]), array([ 5, 56]))"
130,"(array([44, 55]), array([ 40, 112]))"
130,"(array([44, 59]), array([115,  17]))"
130,"(array([34,  8]), array([87,  8]))"
130,"(array([ 8, 55]), array([ 30, 111]))"
130,"(array([14, 66]), array([103,  47]))"
130,"(array([118, 110]), array([96,  1]))"
130,"(array([ 27, 114]), array([76,  6]))"
130,"(array([ 24, 111]), array([53, 46]))"
130,"(array([106,  11]), array([ 22, 117]))"
130,"(array([106,   9]), array([15,  9]))"
130,"(array([74, 90]), array([100,  98]))"
130,"(array([ 37, 117]), array([68, 79]))"
130,"(array([19, 15]), array([32, 86]))"
130,"(array([ 64, 106]), array([39, 68]))"
130,"(array([ 28, 109]), array([ 8, 57]))"
130,"(array([56, 57]), array([40, 16]))"
130,"(array([ 5, 58]), array([37, 12]))"
130,"(array([79,  7]), array([ 45, 110]))"
130,"(array([90, 16]), array([102,  44]))"
131,"(array([118,   7]), array([ 6, 54]))"
131,"(array([42, 52]), array([34, 38]))"
133,"(array([14,  4]), array([104,  46]))"
133,"(array([96, 21]), array([11, 17]))"
133,"(array([101,   3]), array([ 60, 108]))"
133,"(array([103,   5]), array([71, 70]))"
133,"(array([15, 98]), array([103,  15]))"
133,"(array([110,  20]), array([ 20, 111]))"
133,"(array([70, 21]), array([58,  3]))"
133,"(array([101,  87]), array([18, 93]))"
133,"(array([6, 7]), array([109,  47]))"
133,"(array([ 5, 19]), array([113,   7]))"
133,"(array([93, 25]), array([56, 75]))"
133,"(array([61, 72]), array([98, 61]))"
133,"(array([98, 11]), array([42, 89]))"
133,"(array([115,  45]), array([58, 91]))"
133,"(array([23, 90]), array([ 37, 116]))"
133,"(array([91, 17]), array([ 80, 104]))"
133,"(array([101,  43]), array([18, 27]))"
133,"(array([69, 31]), array([115,   2]))"
133,"(array([110,  47]), array([15, 97]))"
133,"(array([98, 18]), array([28, 37]))"
133,"(array([10, 30]), array([95, 69]))"
133,"(array([69, 43]), array([107,   9]))"
133,"(array([ 78, 111]), array([98,  6]))"
133,"(array([ 22, 107]), array([105,  35]))"
133,"(array([46, 91]), array([95,  9]))"
133,"(array([110,  33]), array([66, 18]))"
134,"(array([ 29, 115]), array([ 9, 44]))"
134,"(array([ 8, 85]), array([  5, 118]))"
134,"(array([54, 58]), array([13, 82]))"
134,"(array([40, 58]), array([17, 71]))"
134,"(array([56, 64]), array([ 0, 77]))"
134,"(array([92, 13]), array([ 18, 106]))"
134,"(array([45, 48]), array([116,  21]))"
134,"(array([12, 80]), array([90, 30]))"
134,"(array([30, 94]), array([72,  8]))"
134,"(array([  9, 112]), array([42, 60]))"
134,"(array([ 12, 113]), array([ 14, 118]))"
134,"(array([ 3, 24]), array([ 1, 84]))"
135,"(array([12, 62]), array([ 2, 80]))"
135,"(array([30,  4]), array([98, 21]))"
135,"(array([33,  1]), array([26, 56]))"
135,"(array([33, 74]), array([27, 44]))"
135,"(array([102,  14]), array([14, 61]))"
135,"(array([25, 74]), array([112,  41]))"
135,"(array([ 1, 15]), array([46, 45]))"
135,"(array([21,  0]), array([115,  43]))"
135,"(array([100,  86]), array([ 6, 83]))"
135,"(array([92, 59]), array([20, 12]))"
135,"(array([113,  59]), array([17, 61]))"
135,"(array([30,  4]), array([18, 69]))"
135,"(array([ 8, 54]), array([41,  5]))"
135,"(array([8, 5]), array([51, 64]))"
135,"(array([95,  8]), array([41, 43]))"
135,"(array([47,  7]), array([15, 85]))"
135,"(array([19, 66]), array([ 1, 15]))"
135,"(array([97, 16]), array([ 1, 59]))"
135,"(array([71, 12]), array([46, 14]))"
135,"(array([102,   3]), array([28, 89]))"
135,"(array([45, 62]), array([115,  21]))"
135,"(array([46,  9]), array([ 0, 85]))"
135,"(array([69, 14]), array([ 8, 84]))"
135,"(array([13, 80]), array([18, 44]))"
135,"(array([106,  29]), array([12, 16]))"
135,"(array([24, 74]), array([112,  60]))"
135,"(array([54, 66]), array([97,  4]))"
135,"(array([56,  6]), array([ 7, 74]))"
135,"(array([ 6, 61]), array([13, 10]))"
135,"(array([96, 15]), array([99, 48]))"
135,"(array([91, 17]), array([51,  0]))"
135,"(array([102,  63]), array([32, 71]))"
135,"(array([11,  9]), array([37, 55]))"
135,"(array([34, 55]), array([ 3, 14]))"
135,"(array([36, 20]), array([57, 59]))"
135,"(array([30, 81]), array([35, 57]))"
135,"(array([44,  0]), array([18, 68]))"
135,"(array([48, 13]), array([15, 79]))"
135,"(array([20, 83]), array([102,  77]))"
135,"(array([39,  1]), array([20, 72]))"
135,"(array([11, 79]), array([24,  5]))"
135,"(array([44, 76]), array([44,  4]))"
135,"(array([34, 11]), array([15, 79]))"
135,"(array([101,   5]), array([42,  8]))"
135,"(array([ 6, 63]), array([51, 16]))"
135,"(array([57, 58]), array([54,  2]))"
135,"(array([27, 45]), array([23,  3]))"
135,"(array([22, 82]), array([46, 17]))"
135,"(array([102,  49]), array([39, 44]))"
135,"(array([36,  0]), array([ 9, 51]))"
135,"(array([4, 6]), array([96, 25]))"
135,"(array([14,  4]), array([52,  5]))"
135,"(array([34,  8]), array([28, 60]))"
135,"(array([ 4, 71]), array([105,  59]))"
135,"(array([33,  6]), array([91, 17]))"
135,"(array([17, 75]), array([101,   4]))"
135,"(array([ 9, 71]), array([96, 22]))"
135,"(array([66, 15]), array([101,  78]))"
135,"(array([62, 15]), array([26, 67]))"
135,"(array([19, 15]), array([80, 12]))"
137,"(array([96, 91]), array([23, 46]))"
137,"(array([114,  15]), array([29, 87]))"
137,"(array([28, 40]), array([48,  2]))"
137,"(array([28, 46]), array([116,  40]))"
137,"(array([102,  57]), array([ 7, 77]))"
137,"(array([ 1, 45]), array([110,  80]))"
137,"(array([24, 28]), array([96, 48]))"
137,"(array([111,  86]), array([11, 50]))"
137,"(array([114,  53]), array([12, 49]))"
137,"(array([39, 65]), array([112,  92]))"
137,"(array([113,  70]), array([34, 51]))"
137,"(array([48,  6]), array([ 4, 35]))"
137,"(array([109,  46]), array([ 2, 46]))"
137,"(array([107,  51]), array([ 0, 53]))"
137,"(array([43, 91]), array([109,  25]))"
137,"(array([100,  59]), array([35, 41]))"
137,"(array([16, 21]), array([98, 79]))"
137,"(array([4, 1]), array([112,  45]))"
137,"(array([108,  73]), array([ 1, 64]))"
137,"(array([ 7, 24]), array([104,  46]))"
137,"(array([102,   7]), array([94, 89]))"
137,"(array([43,  9]), array([113,  15]))"
137,"(array([104, 100]), array([18, 14]))"
137,"(array([ 2, 79]), array([103,  93]))"
137,"(array([21, 19]), array([ 97, 105]))"
137,"(array([118,  50]), array([46, 32]))"
137,"(array([17, 66]), array([102,  75]))"
137,"(array([25, 25]), array([98, 83]))"
137,"(array([53,  7]), array([114,  75]))"
137,"(array([19, 73]), array([116,  63]))"
137,"(array([12, 79]), array([110,  67]))"
137,"(array([13, 40]), array([112,  78]))"
137,"(array([43, 41]), array([ 2, 14]))"
137,"(array([21, 45]), array([98, 55]))"
137,"(array([12, 29]), array([99, 94]))"
137,"(array([109,  18]), array([104,  72]))"
137,"(array([ 9, 49]), array([104, 101]))"
137,"(array([23, 48]), array([114,  18]))"
137,"(array([112, 114]), array([36, 72]))"
137,"(array([22, 35]), array([101,  46]))"
137,"(array([19, 26]), array([110, 114]))"
138,"(array([71, 92]), array([24, 58]))"
138,"(array([51, 71]), array([ 6, 59]))"
139,"(array([84,  9]), array([65, 63]))"
139,"(array([35, 89]), array([ 2, 25]))"
139,"(array([90, 18]), array([40, 64]))"
139,"(array([45, 29]), array([24, 69]))"
139,"(array([49, 13]), array([66, 78]))"
139,"(array([16,  3]), array([87,  0]))"
139,"(array([50, 70]), array([20, 22]))"
139,"(array([84,  4]), array([52, 79]))"
139,"(array([72, 83]), array([ 0, 26]))"
139,"(array([89,  3]), array([38, 64]))"
139,"(array([52, 77]), array([67, 14]))"
139,"(array([41,  9]), array([66, 69]))"
139,"(array([25, 77]), array([54, 29]))"
139,"(array([17, 27]), array([56, 57]))"
139,"(array([ 5, 21]), array([46, 76]))"
139,"(array([ 7, 55]), array([86, 91]))"
139,"(array([16, 50]), array([32, 57]))"
139,"(array([30, 83]), array([35,  9]))"
139,"(array([29, 61]), array([33, 27]))"
139,"(array([42,  2]), array([77, 84]))"
139,"(array([47, 59]), array([79, 19]))"
139,"(array([24, 76]), array([14, 26]))"
139,"(array([24, 28]), array([45, 68]))"
139,"(array([58, 65]), array([15, 22]))"
139,"(array([39, 76]), array([118,  22]))"
139,"(array([91, 92]), array([40, 16]))"
141,"(array([118,  17]), array([ 3, 25]))"
141,"(array([107,  65]), array([112,  14]))"
141,"(array([83, 15]), array([115,  11]))"
141,"(array([50, 86]), array([105,  80]))"
141,"(array([85, 46]), array([ 30, 101]))"
141,"(array([  4, 108]), array([76,  7]))"
141,"(array([115,   9]), array([13, 16]))"
141,"(array([47, 29]), array([91, 52]))"
141,"(array([101,  92]), array([ 55, 102]))"
141,"(array([101,  87]), array([22, 94]))"
141,"(array([50, 26]), array([106,  66]))"
141,"(array([74, 47]), array([ 26, 107]))"
141,"(array([ 4, 26]), array([46, 96]))"
141,"(array([ 6, 21]), array([ 19, 106]))"
141,"(array([14, 27]), array([68, 96]))"
142,"(array([ 17, 110]), array([115,  43]))"
142,"(array([ 5, 26]), array([106,  35]))"
142,"(array([85, 47]), array([1, 2]))"
142,"(array([ 69, 108]), array([  2, 108]))"
142,"(array([ 81, 116]), array([9, 8]))"
142,"(array([110, 103]), array([105,  63]))"
142,"(array([98, 89]), array([48, 83]))"
142,"(array([10, 54]), array([65, 12]))"
142,"(array([90, 52]), array([12, 14]))"
142,"(array([ 6, 98]), array([62, 10]))"
142,"(array([ 25, 106]), array([65, 40]))"
142,"(array([95, 37]), array([ 0, 14]))"
142,"(array([ 25, 114]), array([99, 20]))"
142,"(array([ 2, 18]), array([115,  18]))"
142,"(array([92, 10]), array([ 2, 64]))"
142,"(array([ 8, 88]), array([59, 16]))"
142,"(array([86, 58]), array([114,  38]))"
142,"(array([ 28, 106]), array([85, 78]))"
142,"(array([73, 40]), array([ 77, 103]))"
142,"(array([78, 83]), array([ 66, 113]))"
142,"(array([15, 85]), array([88, 65]))"
142,"(array([ 7, 36]), array([117,  33]))"
142,"(array([ 9, 50]), array([105,   9]))"
142,"(array([ 93, 112]), array([97,  2]))"
142,"(array([109,  16]), array([ 24, 112]))"
142,"(array([107,  31]), array([12, 61]))"
142,"(array([3, 9]), array([97, 56]))"
144,"(array([51, 34]), array([70,  5]))"
145,"(array([ 2, 92]), array([ 0, 74]))"
146,"(array([20,  0]), array([ 93, 104]))"
146,"(array([118,   8]), array([46, 81]))"
146,"(array([111,  94]), array([12, 12]))"
146,"(array([45, 97]), array([46, 50]))"
146,"(array([51, 45]), array([ 60, 117]))"
146,"(array([13, 81]), array([61,  9]))"
146,"(array([ 77, 117]), array([59, 45]))"
146,"(array([114,  87]), array([30,  9]))"
146,"(array([78,  9]), array([22, 71]))"
146,"(array([2, 2]), array([10, 98]))"
148,"(array([43, 99]), array([95, 74]))"
148,"(array([32, 32]), array([111,  16]))"
148,"(array([107, 111]), array([96,  0]))"
148,"(array([105,  24]), array([31, 31]))"
148,"(array([55, 42]), array([ 82, 110]))"
148,"(array([95, 86]), array([21, 22]))"
148,"(array([98, 69]), array([52, 38]))"
148,"(array([89, 29]), array([25, 22]))"
148,"(array([92, 49]), array([ 9, 10]))"
148,"(array([38, 13]), array([96, 68]))"
148,"(array([43, 96]), array([ 4, 39]))"
148,"(array([53, 52]), array([94, 48]))"
148,"(array([12, 14]), array([96, 34]))"
148,"(array([48, 49]), array([40, 94]))"
148,"(array([79, 98]), array([ 46, 105]))"
148,"(array([46, 14]), array([43, 99]))"
148,"(array([42, 36]), array([109,   5]))"
148,"(array([ 88, 111]), array([27, 31]))"
148,"(array([44, 28]), array([104,  62]))"
148,"(array([40, 31]), array([85, 60]))"
148,"(array([36, 39]), array([89, 98]))"
148,"(array([33, 36]), array([ 9, 20]))"
148,"(array([96, 25]), array([ 2, 26]))"
148,"(array([41, 27]), array([113,  31]))"
148,"(array([98, 64]), array([ 0, 39]))"
148,"(array([ 91, 105]), array([42, 52]))"
148,"(array([114,  34]), array([ 0, 42]))"
148,"(array([93, 15]), array([ 8, 37]))"
148,"(array([47, 38]), array([95, 55]))"
148,"(array([86, 70]), array([100,  67]))"
148,"(array([35, 36]), array([80, 45]))"
148,"(array([107,  36]), array([ 8, 25]))"
148,"(array([40, 30]), array([89, 11]))"
148,"(array([ 94, 113]), array([20, 33]))"
148,"(array([111,  53]), array([18, 11]))"
148,"(array([115,  27]), array([47, 85]))"
148,"(array([26, 27]), array([108,  25]))"
148,"(array([15, 41]), array([88, 78]))"
148,"(array([89, 16]), array([ 41, 104]))"
15,"(array([ 15, 107]), array([86, 42]))"
15,"(array([99, 20]), array([28, 25]))"
15,"(array([50, 70]), array([20, 41]))"
159,"(array([63, 17]), array([101, 118]))"
159,"(array([ 91, 110]), array([  3, 112]))"
159,"(array([10, 64]), array([110,  75]))"
159,"(array([106, 118]), array([15, 94]))"
161,"(array([48, 58]), array([ 83, 114]))"
161,"(array([106,  84]), array([28, 67]))"
161,"(array([ 47, 113]), array([92, 59]))"
161,"(array([66, 57]), array([86, 32]))"
161,"(array([ 91, 110]), array([33, 41]))"
161,"(array([106,  91]), array([118,  30]))"
161,"(array([99, 54]), array([ 77, 108]))"
161,"(array([20, 26]), array([34,  0]))"
161,"(array([ 92, 106]), array([50, 21]))"
161,"(array([86, 32]), array([115,  72]))"
161,"(array([87, 94]), array([9, 6]))"
161,"(array([ 82, 112]), array([7, 2]))"
161,"(array([ 3, 70]), array([62, 58]))"
161,"(array([ 76, 108]), array([33,  8]))"
161,"(array([86, 89]), array([29,  8]))"
161,"(array([53, 29]), array([ 91, 100]))"
165,"(array([95, 21]), array([114, 114]))"
165,"(array([93, 19]), array([97, 92]))"
165,"(array([ 91, 112]), array([ 2, 85]))"
165,"(array([  9, 117]), array([ 70, 109]))"
165,"(array([87, 95]), array([18, 63]))"
165,"(array([ 70, 108]), array([ 8, 91]))"
