startx,starty,goalx,goaly,imagenumber
17,110,61,111,102
32,11,92,116,102
91,22,89,96,102
98,95,116,117,102
94,82,42,103,102
44,47,19,111,102
64,103,108,24,102
9,37,53,8,102
28,19,56,111,102
33,34,92,34,102
37,102,8,39,102
93,16,85,59,102
108,11,4,78,102
33,56,98,10,102
22,116,7,114,102
95,6,37,115,103
72,58,78,95,103
93,58,58,118,103
113,32,47,26,103
45,104,80,78,103
5,91,19,99,104
99,85,38,35,104
42,109,43,47,104
79,100,39,97,104
27,99,16,92,104
89,52,101,85,104
48,113,87,91,104
74,80,45,84,104
94,18,52,103,104
90,91,65,73,104
94,82,46,88,104
56,90,114,30,104
24,109,81,33,104
16,105,43,31,104
17,77,112,88,104
28,0,80,84,104
82,74,3,43,105
61,21,75,109,105
49,96,14,46,106
76,33,108,108,106
22,63,3,58,106
5,56,51,104,106
48,44,83,47,106
2,84,25,58,106
117,25,66,6,106
27,57,10,16,106
101,110,4,72,106
109,50,20,109,106
46,15,79,62,106
8,72,10,5,106
44,21,15,11,106
91,2,26,56,106
110,41,43,54,106
24,57,12,111,106
86,20,108,104,106
63,14,95,106,106
91,26,14,28,106
47,30,53,57,107
62,38,41,24,107
9,31,115,16,107
65,79,112,21,107
103,79,58,60,107
19,30,61,36,107
18,64,47,47,107
41,6,83,27,107
117,1,21,8,107
31,100,68,67,107
70,65,114,74,107
43,61,31,84,107
4,6,1,10,107
112,118,94,92,107
50,75,4,39,107
3,58,22,33,107
37,72,57,72,107
20,24,104,73,107
13,83,62,69,107
14,48,115,68,107
97,90,11,49,107
30,29,67,9,107
35,95,10,18,107
48,14,13,79,107
68,39,88,80,107
34,71,7,66,107
20,48,16,44,107
67,46,113,61,107
118,83,0,55,107
46,20,35,12,107
60,4,107,15,107
96,94,36,86,107
56,15,60,71,107
6,48,31,5,107
104,73,39,71,108
42,9,56,112,108
24,58,4,62,108
37,23,68,86,108
20,62,14,28,108
23,5,107,70,108
20,64,19,74,108
9,56,55,36,108
70,53,80,106,109
14,77,85,21,109
100,116,99,102,109
43,47,1,94,109
94,110,62,69,109
56,109,79,95,109
5,18,4,11,109
92,46,78,105,109
104,117,66,114,109
30,52,91,56,109
94,81,103,61,109
98,87,36,0,109
74,7,113,100,109
65,1,83,16,109
58,26,60,115,109
57,63,2,109,109
6,81,29,54,109
82,24,79,65,109
38,3,114,90,109
54,78,98,86,109
66,103,115,112,109
110,76,80,93,109
103,92,67,7,109
12,67,75,88,109
49,53,33,3,109
1,91,91,100,109
92,95,13,79,109
102,108,70,70,109
99,84,6,17,109
116,99,100,18,109
72,73,46,5,109
108,106,30,58,109
116,96,59,74,109
97,55,71,118,109
53,80,91,80,109
0,17,83,80,109
105,74,0,111,109
70,21,72,3,109
115,102,98,89,109
111,104,99,110,109
89,116,60,64,109
56,10,65,58,109
3,96,84,53,109
51,5,67,56,109
67,110,95,23,109
63,116,32,65,109
4,90,92,92,109
51,115,108,66,109
5,22,104,50,109
114,60,73,57,109
39,8,83,30,11
85,6,71,108,11
92,108,9,13,11
80,103,30,3,11
78,62,79,61,11
94,78,83,2,11
65,20,53,53,11
90,58,31,15,11
34,4,62,75,11
75,75,55,45,11
90,16,56,41,11
61,59,95,62,11
48,97,14,101,110
110,21,102,107,110
37,54,48,85,110
17,92,15,53,110
109,81,7,83,110
59,70,22,108,110
25,85,64,67,110
4,92,83,96,111
79,23,38,67,111
6,50,77,116,111
97,45,21,60,111
73,106,16,53,111
38,48,28,112,111
73,113,90,58,111
33,98,7,53,111
17,46,70,20,111
18,66,59,114,111
1,110,31,98,111
98,25,87,57,112
103,20,110,108,112
41,103,46,46,112
107,80,46,88,112
3,40,86,58,112
89,39,28,50,112
89,58,45,4,112
48,77,7,51,112
101,24,99,40,112
101,44,95,36,112
6,48,89,98,112
30,95,27,106,113
54,18,12,45,113
112,50,94,17,113
7,18,105,63,113
99,59,61,19,113
27,99,79,70,113
76,76,47,118,113
79,33,93,35,113
66,66,81,53,113
51,37,82,117,113
11,110,97,67,113
102,20,19,79,113
78,40,54,23,113
52,36,82,113,113
74,44,47,45,113
51,28,111,69,113
107,49,58,40,113
53,45,48,29,113
79,53,90,30,113
80,37,81,23,113
79,57,96,26,113
65,10,91,50,113
71,74,106,52,113
78,30,116,30,113
93,61,66,21,113
93,54,104,0,113
102,64,22,85,113
56,42,26,86,113
85,59,112,74,113
33,95,116,3,113
76,56,93,26,113
111,7,78,116,113
71,40,63,27,113
81,111,109,105,113
79,58,51,45,113
55,38,101,9,113
115,15,86,51,113
13,43,34,114,113
96,44,81,71,113
56,41,95,110,113
111,112,79,12,113
84,118,76,12,113
76,56,53,45,113
86,117,52,113,113
14,38,106,18,113
50,49,106,8,113
89,116,55,27,113
89,26,42,94,113
13,97,99,118,113
2,20,12,37,113
75,27,32,92,113
45,28,52,26,113
98,26,5,15,113
58,26,52,114,113
86,118,3,25,113
115,26,94,48,113
5,7,10,7,113
21,86,35,97,113
94,49,76,43,113
100,60,118,25,113
96,106,87,53,113
85,116,17,44,113
96,23,88,62,113
33,93,50,40,113
108,20,118,103,113
84,45,101,20,113
1,1,1,78,113
13,33,87,60,113
89,70,115,64,113
86,70,113,59,113
67,6,118,116,113
26,103,4,24,113
64,112,41,108,113
92,105,19,106,113
100,110,60,44,113
65,43,104,3,113
52,84,90,47,114
33,52,59,64,114
10,19,45,39,114
19,22,58,26,114
87,105,2,49,114
7,6,118,84,114
65,70,68,25,114
76,67,73,67,115
111,56,101,89,115
110,111,106,108,115
113,30,105,5,115
84,91,53,62,115
57,30,97,57,115
68,31,96,82,115
114,101,58,8,115
104,73,71,30,115
72,31,8,100,115
82,106,113,11,115
109,13,58,73,115
5,9,41,107,115
64,101,70,35,115
21,112,73,25,116
61,81,61,3,116
83,96,27,36,116
64,61,49,44,116
33,44,67,7,116
34,46,58,113,116
12,58,88,104,116
38,104,41,106,116
74,74,116,117,116
81,57,89,96,116
4,57,86,79,116
86,8,95,66,116
118,51,85,65,117
5,57,12,57,117
89,74,4,30,117
23,42,16,62,117
68,104,113,40,117
100,6,102,53,117
8,71,84,98,117
44,2,52,56,118
81,69,60,2,118
14,75,42,118,118
88,68,0,83,118
50,4,27,99,118
44,0,0,26,118
72,86,39,115,118
47,111,52,68,118
6,12,73,68,118
73,74,92,100,118
84,1,82,100,118
13,67,30,87,118
54,58,56,47,118
74,10,16,110,118
9,84,38,92,118
27,25,84,80,118
31,105,11,91,118
35,116,96,5,118
80,101,1,79,118
70,77,3,6,118
81,63,29,76,118
7,81,66,74,118
34,85,85,81,118
56,10,72,93,118
88,90,92,10,118
59,50,59,63,118
22,0,37,9,118
65,96,100,88,118
27,13,40,51,118
10,117,76,58,118
19,107,3,43,118
32,105,12,116,118
77,96,57,66,118
83,61,35,74,118
38,9,56,80,118
80,57,1,104,118
36,93,77,87,118
39,17,20,71,118
84,89,74,13,118
70,51,8,65,118
40,117,10,112,118
92,80,17,80,118
49,7,6,2,118
96,96,32,118,118
32,75,16,65,118
94,103,3,84,118
45,19,82,63,118
10,65,36,108,118
18,74,16,53,118
97,105,87,63,118
44,9,78,105,118
9,95,67,3,118
3,6,31,83,118
18,61,26,74,118
12,87,26,78,118
8,84,19,102,118
94,87,77,93,118
10,77,95,73,118
32,14,5,74,118
23,70,51,6,118
10,5,75,82,118
69,71,25,27,118
20,8,95,89,118
98,117,76,94,118
72,63,3,59,118
8,57,36,12,118
72,88,55,48,118
10,10,56,60,118
79,64,30,89,118
6,58,3,92,118
77,109,25,19,118
10,6,80,60,118
57,72,102,73,119
34,88,52,33,119
39,14,26,68,119
83,55,32,112,119
48,3,84,44,12
62,112,80,116,12
11,113,87,38,12
3,90,40,8,12
79,50,70,73,12
73,3,90,31,12
73,54,28,92,12
7,9,55,5,12
11,44,18,32,12
21,3,50,32,12
39,27,83,111,12
48,11,13,0,12
18,20,91,33,12
18,83,86,61,12
0,78,10,41,120
107,0,94,87,120
24,72,10,51,120
29,34,104,12,120
61,34,112,14,120
76,61,54,95,120
35,18,31,87,120
19,117,17,67,120
117,5,43,24,120
35,93,95,76,120
25,23,96,113,121
31,35,7,50,121
92,54,17,9,121
99,112,50,58,121
53,54,32,47,121
112,9,114,12,121
110,41,26,1,121
11,71,23,2,121
19,32,61,115,121
40,55,44,35,121
46,52,116,6,121
16,0,26,12,121
68,39,85,44,121
96,19,9,7,121
73,3,37,28,121
18,11,22,63,121
18,15,104,5,121
102,52,88,7,121
30,13,79,22,121
9,62,15,31,121
9,109,83,19,121
23,35,110,7,121
27,41,59,49,121
16,60,100,111,121
66,35,41,59,121
69,1,102,53,121
8,22,7,0,121
57,46,10,59,121
9,7,84,43,121
80,47,97,51,121
117,47,18,67,121
20,11,17,16,121
91,19,79,36,121
72,3,17,49,121
84,43,47,48,121
30,46,30,61,121
112,1,85,21,121
66,55,16,26,121
64,16,15,70,121
5,106,36,53,121
83,110,118,16,121
66,38,61,115,121
56,63,19,37,121
44,51,30,52,121
94,47,61,6,121
15,42,17,67,121
93,55,42,114,121
115,49,46,58,121
34,60,8,71,121
8,8,56,62,121
44,58,87,58,121
73,2,30,4,121
75,43,68,61,121
22,1,118,8,121
17,17,7,117,121
58,60,106,105,121
39,32,108,16,121
25,25,58,118,121
78,18,45,41,121
54,54,13,111,121
42,30,20,59,121
11,53,15,57,121
103,49,13,98,122
75,20,88,85,122
83,83,100,117,122
52,84,93,13,123
82,56,28,26,123
3,88,76,57,123
8,105,10,109,123
85,19,16,45,123
30,90,16,33,123
60,76,68,91,123
77,81,7,18,123
17,77,21,6,123
82,73,0,27,123
0,68,11,4,123
1,50,66,10,123
16,0,92,80,123
23,68,50,92,123
95,11,28,0,123
68,88,34,17,123
0,22,16,85,123
104,69,97,62,123
19,115,84,94,124
102,19,89,112,124
34,108,71,92,124
115,118,101,15,124
94,105,117,89,124
86,2,105,92,124
76,105,71,75,124
26,94,63,94,124
79,93,118,53,124
104,47,84,37,124
115,81,29,40,125
68,91,90,42,125
65,111,58,89,125
81,18,35,113,125
103,38,2,76,125
23,32,97,92,125
36,29,69,68,125
6,26,94,33,125
73,19,104,24,126
88,85,26,113,126
4,4,112,107,126
21,107,113,103,126
106,4,87,114,126
19,12,112,115,126
13,11,27,101,126
88,58,91,100,126
62,3,29,4,126
94,22,32,15,126
116,53,38,106,126
44,55,12,73,127
41,7,4,113,127
49,108,74,19,127
83,40,2,70,127
77,47,45,0,127
92,108,88,105,127
15,68,40,44,127
59,98,4,78,127
68,66,32,76,127
66,49,66,40,127
115,34,9,116,127
116,51,45,21,127
102,69,109,31,127
41,16,69,11,127
70,77,40,93,128
23,57,70,29,128
92,6,93,3,129
24,96,107,51,129
75,116,93,98,129
75,96,113,15,129
90,86,118,55,129
54,50,38,9,129
10,102,112,8,129
3,7,9,65,129
28,60,23,11,129
92,5,87,85,129
8,83,87,92,129
101,69,48,11,13
41,115,103,75,13
38,50,56,2,13
110,78,56,46,13
15,50,55,104,13
41,7,118,47,130
11,60,0,69,130
108,22,114,28,130
90,6,77,6,130
47,57,44,58,130
108,29,89,11,130
69,102,3,62,130
8,8,32,88,130
116,12,64,115,130
67,117,45,54,130
2,52,101,103,130
64,90,37,63,130
76,92,70,105,130
11,100,42,96,130
61,102,109,2,130
15,4,23,58,130
116,2,32,92,130
93,2,74,103,130
56,48,91,9,130
63,70,9,4,130
6,2,55,60,130
103,2,40,2,130
73,68,7,51,130
34,106,47,94,130
68,96,68,13,130
59,64,35,9,130
77,9,114,102,130
14,12,66,13,130
8,64,42,4,130
40,116,109,102,130
35,110,46,62,130
107,35,12,11,130
62,60,42,103,130
39,102,68,87,130
66,115,3,3,130
116,33,66,118,130
33,100,36,60,130
74,10,23,14,130
11,60,43,96,130
41,98,33,97,130
23,6,47,54,130
70,13,46,56,130
64,12,33,100,130
32,58,104,110,130
35,64,27,103,130
73,11,32,61,130
20,10,67,65,130
72,91,7,97,130
24,107,16,105,130
31,103,115,103,130
63,13,77,69,130
7,16,83,91,130
47,104,108,40,130
77,83,86,15,130
41,113,45,94,130
26,55,24,107,130
83,5,50,63,130
47,117,61,14,130
29,105,97,3,130
109,110,39,53,130
71,68,105,114,130
29,68,20,61,130
98,102,107,1,130
47,58,49,49,130
106,44,0,66,130
14,9,103,12,130
95,104,13,56,130
61,93,30,70,130
106,10,72,32,130
38,105,73,16,130
66,77,25,60,130
37,60,41,94,130
62,102,51,48,130
69,31,32,103,130
21,108,43,116,130
17,6,77,91,130
104,13,80,11,130
22,5,90,13,130
87,9,26,102,130
31,3,10,0,130
61,62,81,93,130
102,45,28,68,130
49,60,35,58,130
42,56,113,33,130
109,8,37,92,130
67,109,88,46,130
70,9,113,108,130
66,69,9,15,130
37,64,16,54,130
112,22,69,14,130
57,58,71,116,130
107,1,76,84,130
61,60,116,105,130
70,4,19,56,130
20,107,101,103,130
26,8,5,13,130
66,18,18,14,130
68,94,5,56,130
44,55,40,112,130
44,59,115,17,130
0,51,54,52,130
34,8,87,8,130
109,102,77,95,130
8,55,30,111,130
14,66,103,47,130
118,110,96,1,130
27,114,76,6,130
24,111,53,46,130
106,11,22,117,130
106,9,15,9,130
74,90,100,98,130
37,117,68,79,130
19,15,32,86,130
64,106,39,68,130
28,109,8,57,130
65,114,24,57,130
0,1,15,6,130
21,56,65,110,130
56,57,40,16,130
5,58,37,12,130
79,7,45,110,130
90,16,102,44,130
67,25,30,111,131
85,117,76,19,131
118,7,6,54,131
102,35,114,29,131
42,52,34,38,131
102,112,69,76,131
110,34,79,93,131
83,74,114,20,131
117,89,65,75,131
68,25,84,19,131
0,50,24,114,131
74,11,73,32,132
55,43,62,71,132
69,73,38,74,132
47,87,72,117,132
61,52,62,50,133
48,49,8,34,133
14,4,104,46,133
96,21,11,17,133
32,95,59,103,133
101,3,60,108,133
59,65,63,76,133
103,5,71,70,133
108,0,107,2,133
21,31,64,2,133
20,35,43,84,133
65,79,62,41,133
15,98,103,15,133
57,13,63,61,133
69,8,18,34,133
110,20,20,111,133
70,21,58,3,133
21,27,12,117,133
101,87,18,93,133
66,62,33,116,133
93,66,57,74,133
6,7,109,47,133
46,96,31,90,133
35,93,43,51,133
5,19,113,7,133
35,54,33,48,133
93,25,56,75,133
54,46,48,82,133
5,10,16,15,133
61,72,98,61,133
60,99,15,26,133
98,11,42,89,133
37,40,60,30,133
115,45,58,91,133
65,111,60,61,133
41,43,29,55,133
23,90,37,116,133
90,16,114,53,133
6,24,66,83,133
87,16,52,97,133
45,84,70,50,133
6,92,62,28,133
91,17,80,104,133
101,43,18,27,133
64,72,49,41,133
69,31,115,2,133
110,47,15,97,133
98,18,28,37,133
12,9,39,88,133
55,60,69,2,133
69,46,25,114,133
10,30,95,69,133
73,19,60,41,133
69,43,107,9,133
78,111,98,6,133
22,107,105,35,133
46,91,95,9,133
110,33,66,18,133
28,111,69,29,134
82,8,65,54,134
29,115,9,44,134
63,29,87,62,134
8,85,5,118,134
54,58,13,82,134
40,58,17,71,134
55,8,53,10,134
58,7,66,46,134
62,78,80,0,134
56,64,0,77,134
92,13,18,106,134
84,36,56,76,134
75,69,63,53,134
50,6,46,8,134
53,81,51,46,134
45,48,116,21,134
28,2,18,37,134
82,44,41,47,134
12,80,90,30,134
2,55,71,9,134
118,22,66,31,134
42,10,49,47,134
30,94,72,8,134
75,8,74,52,134
78,47,82,47,134
103,2,44,48,134
77,58,81,53,134
48,19,12,30,134
59,57,41,61,134
65,78,105,5,134
9,112,42,60,134
12,113,14,118,134
76,41,74,29,134
69,35,10,26,134
3,24,1,84,134
97,27,48,17,135
12,62,2,80,135
41,55,16,44,135
30,4,98,21,135
33,1,26,56,135
33,74,27,44,135
40,61,59,67,135
102,14,14,61,135
13,73,17,83,135
25,74,112,41,135
1,15,46,45,135
56,69,5,81,135
21,0,115,43,135
100,86,6,83,135
32,10,6,13,135
92,59,20,12,135
113,59,17,61,135
30,4,18,69,135
24,58,25,88,135
8,54,41,5,135
47,6,44,19,135
8,5,51,64,135
95,8,41,43,135
21,70,6,70,135
27,56,29,70,135
47,7,15,85,135
19,66,1,15,135
97,16,1,59,135
36,9,43,5,135
71,12,46,14,135
102,3,28,89,135
41,66,51,59,135
28,1,42,18,135
45,62,115,21,135
53,14,27,1,135
15,76,42,82,135
46,9,0,85,135
55,65,37,75,135
41,71,2,81,135
44,47,17,88,135
69,14,8,84,135
13,80,18,44,135
106,29,12,16,135
24,74,112,60,135
54,66,97,4,135
36,10,20,6,135
56,6,7,74,135
31,69,42,76,135
6,61,13,10,135
6,81,41,80,135
14,89,8,84,135
96,15,99,48,135
91,17,51,0,135
102,63,32,71,135
11,9,37,55,135
34,55,3,14,135
36,20,57,59,135
30,81,35,57,135
34,87,12,72,135
44,0,18,68,135
48,13,15,79,135
20,83,102,77,135
39,1,20,72,135
11,79,24,5,135
44,76,44,4,135
46,77,39,54,135
34,11,15,79,135
101,5,42,8,135
39,85,10,79,135
38,48,5,65,135
6,63,51,16,135
51,6,27,8,135
30,60,41,57,135
26,70,5,87,135
57,58,54,2,135
33,48,10,83,135
27,45,23,3,135
22,82,46,17,135
102,49,39,44,135
36,0,9,51,135
4,6,96,25,135
23,74,26,57,135
47,53,32,63,135
26,78,45,56,135
14,4,52,5,135
34,8,28,60,135
4,71,105,59,135
33,6,91,17,135
17,75,101,4,135
25,60,22,57,135
33,11,14,2,135
9,71,96,22,135
66,15,101,78,135
62,15,26,67,135
19,15,80,12,135
71,55,118,41,136
18,46,91,81,136
1,11,14,60,136
89,47,91,83,136
16,35,44,67,136
5,46,118,107,136
58,86,63,76,136
40,99,109,77,136
84,55,118,40,136
107,91,67,86,136
15,26,8,9,137
96,91,23,46,137
5,17,13,51,137
113,49,114,17,137
112,11,110,81,137
114,15,29,87,137
5,72,16,75,137
28,40,48,2,137
28,46,116,40,137
102,57,7,77,137
1,45,110,80,137
24,28,96,48,137
8,2,9,51,137
95,92,107,56,137
111,86,11,50,137
109,88,110,60,137
114,99,94,102,137
7,71,39,41,137
114,53,12,49,137
39,65,112,92,137
113,70,34,51,137
48,6,4,35,137
113,60,106,110,137
12,67,9,49,137
17,61,18,58,137
111,48,103,96,137
116,71,110,64,137
118,54,103,113,137
109,46,2,46,137
116,77,92,96,137
107,51,0,53,137
8,50,19,27,137
43,91,109,25,137
100,59,35,41,137
9,51,9,38,137
118,23,93,80,137
16,21,98,79,137
4,1,112,45,137
11,59,12,84,137
108,73,1,64,137
101,100,113,100,137
7,24,104,46,137
22,27,31,59,137
8,74,13,9,137
102,7,94,89,137
43,9,113,15,137
104,100,18,14,137
2,79,103,93,137
21,19,97,105,137
13,31,5,74,137
108,93,108,62,137
9,65,7,34,137
118,50,46,32,137
17,66,102,75,137
25,25,98,83,137
24,53,43,45,137
53,7,114,75,137
26,14,26,38,137
28,78,5,26,137
19,73,116,63,137
12,79,110,67,137
13,40,112,78,137
43,41,2,14,137
10,63,14,24,137
104,114,117,69,137
2,18,1,72,137
21,45,98,55,137
12,29,99,94,137
5,51,4,56,137
23,30,15,22,137
5,48,38,72,137
109,18,104,72,137
9,49,104,101,137
23,48,114,18,137
102,77,102,73,137
112,114,36,72,137
5,24,7,57,137
22,35,101,46,137
99,112,104,59,137
45,3,6,22,137
19,26,110,114,137
101,109,110,65,137
71,117,47,38,138
59,68,47,40,138
32,80,8,82,138
56,73,62,5,138
12,87,106,73,138
71,92,24,58,138
72,37,70,55,138
62,72,56,114,138
59,75,47,35,138
51,71,6,59,138
11,92,15,90,138
52,56,60,59,138
39,16,36,85,139
84,9,65,63,139
26,73,67,63,139
35,89,2,25,139
90,18,40,64,139
43,85,76,83,139
46,4,84,8,139
45,29,24,69,139
49,13,66,78,139
91,18,86,13,139
90,13,11,17,139
52,28,43,25,139
16,3,87,0,139
50,70,20,22,139
34,66,70,76,139
53,18,39,25,139
12,5,22,25,139
49,70,1,48,139
52,65,76,74,139
84,4,52,79,139
72,83,0,26,139
7,39,88,14,139
89,3,38,64,139
52,77,67,14,139
41,9,66,69,139
47,2,91,3,139
25,77,54,29,139
2,22,30,57,139
74,72,36,17,139
27,78,71,20,139
17,27,56,57,139
51,22,6,54,139
5,21,46,76,139
7,55,86,91,139
13,53,62,71,139
37,28,54,24,139
16,50,32,57,139
86,80,41,66,139
30,83,35,9,139
29,61,33,27,139
42,2,77,84,139
47,59,79,19,139
53,26,74,30,139
24,76,14,26,139
24,28,45,68,139
58,65,15,22,139
44,25,17,33,139
33,77,10,26,139
92,8,14,23,139
71,29,17,8,139
54,21,45,6,139
39,76,118,22,139
39,30,38,78,139
91,92,40,16,139
34,86,38,73,139
80,20,21,9,14
35,30,48,88,14
67,108,8,116,14
109,47,98,39,14
89,106,100,69,14
97,63,102,74,14
59,102,94,94,14
42,58,46,54,140
110,65,103,54,140
70,66,47,73,140
77,54,96,28,140
82,96,41,63,140
98,64,74,17,140
50,70,22,74,140
29,52,34,84,140
106,85,77,73,140
59,94,91,84,140
85,35,26,82,140
26,90,90,74,140
80,11,45,6,141
12,22,84,22,141
118,17,3,25,141
43,5,73,23,141
107,65,112,14,141
83,15,115,11,141
50,86,105,80,141
85,46,30,101,141
39,23,15,20,141
4,108,76,7,141
73,23,84,51,141
34,13,105,74,141
56,64,84,27,141
14,112,13,108,141
115,9,13,16,141
4,51,79,50,141
12,30,9,37,141
95,63,118,55,141
47,29,91,52,141
64,10,115,81,141
65,18,42,12,141
23,44,22,54,141
101,92,55,102,141
86,14,97,87,141
101,87,22,94,141
113,83,87,45,141
94,116,78,6,141
11,51,6,29,141
50,26,106,66,141
97,112,17,33,141
32,47,108,72,141
74,47,26,107,141
112,48,98,76,141
49,86,113,48,141
4,26,46,96,141
65,117,43,99,141
72,58,42,34,141
6,21,19,106,141
14,27,68,96,141
91,4,83,62,142
83,111,96,51,142
50,50,99,40,142
54,25,96,86,142
63,49,112,53,142
17,110,115,43,142
72,56,102,22,142
64,47,103,11,142
5,26,106,35,142
102,8,92,69,142
85,47,1,2,142
87,78,112,71,142
88,83,114,32,142
104,18,113,49,142
69,108,2,108,142
81,116,9,8,142
83,54,67,25,142
85,50,58,21,142
110,32,97,54,142
110,103,105,63,142
110,69,86,86,142
109,47,111,79,142
59,85,56,80,142
102,49,57,89,142
106,79,89,39,142
98,89,48,83,142
73,53,103,8,142
10,54,65,12,142
69,84,109,85,142
90,52,12,14,142
70,62,89,80,142
74,67,105,25,142
104,22,93,70,142
6,98,62,10,142
25,106,65,40,142
48,83,101,63,142
106,50,75,55,142
95,37,0,14,142
50,40,99,82,142
25,114,99,20,142
2,18,115,18,142
50,22,101,38,142
92,10,2,64,142
8,88,59,16,142
86,58,114,38,142
84,77,43,19,142
118,28,83,73,142
61,22,46,55,142
50,51,51,21,142
101,40,98,48,142
28,106,85,78,142
73,40,77,103,142
78,83,66,113,142
15,85,88,65,142
7,36,117,33,142
85,52,106,36,142
110,80,72,40,142
9,50,105,9,142
91,65,98,77,142
93,112,97,2,142
108,88,76,39,142
13,108,97,117,142
109,16,24,112,142
107,31,12,61,142
3,9,97,56,142
78,3,79,14,143
113,88,37,93,143
67,33,118,58,143
46,60,85,78,143
113,116,117,5,144
74,22,84,106,144
64,50,34,10,144
96,40,103,49,144
91,65,101,64,144
51,34,70,5,144
57,24,60,11,144
74,89,13,117,144
109,68,67,12,144
24,110,102,25,145
115,51,23,32,145
2,92,0,74,145
91,40,38,102,146
111,118,1,101,146
15,47,109,12,146
20,0,93,104,146
118,79,35,74,146
73,29,116,54,146
118,8,46,81,146
111,94,12,12,146
108,112,74,116,146
45,97,46,50,146
54,46,19,9,146
51,45,60,117,146
13,81,61,9,146
77,117,59,45,146
49,94,8,78,146
4,91,37,25,146
41,2,62,27,146
114,87,30,9,146
69,3,111,9,146
76,105,18,103,146
78,9,22,71,146
2,2,10,98,146
17,100,97,113,146
93,0,36,99,146
10,99,85,10,147
88,78,52,27,147
38,10,89,39,147
107,46,36,53,147
54,61,19,93,147
85,66,43,22,148
112,26,118,53,148
43,99,95,74,148
32,32,111,16,148
105,24,99,112,148
107,111,96,0,148
97,68,88,82,148
99,73,104,108,148
91,89,91,108,148
105,24,31,31,148
99,17,98,40,148
55,42,82,110,148
95,86,21,22,148
98,69,52,38,148
78,115,110,41,148
17,23,13,39,148
89,29,25,22,148
92,49,9,10,148
38,13,96,68,148
43,96,4,39,148
53,52,94,48,148
96,85,98,42,148
81,79,117,45,148
12,14,96,34,148
48,49,40,94,148
109,92,117,111,148
83,88,80,108,148
79,98,46,105,148
46,14,43,99,148
42,36,109,5,148
36,40,29,32,148
110,41,93,20,148
102,116,102,81,148
88,111,27,31,148
96,71,94,68,148
100,118,88,115,148
44,28,104,62,148
40,31,85,60,148
92,99,116,108,148
36,39,89,98,148
85,60,90,89,148
33,36,9,20,148
104,5,98,27,148
89,80,115,97,148
96,25,2,26,148
41,27,113,31,148
94,32,88,45,148
86,105,86,41,148
