image_number,number_of_paths
161,"(array([17, 37]), array([109,  68]))"
161,"(array([87, 41]), array([117,  83]))"
165,"(array([14, 80]), array([109,  74]))"
165,"(array([85, 97]), array([31, 13]))"
165,"(array([112,  73]), array([14, 70]))"
165,"(array([ 7, 98]), array([109,  32]))"
165,"(array([ 6, 82]), array([78, 84]))"
165,"(array([14, 75]), array([21, 19]))"
165,"(array([15, 85]), array([75, 97]))"
165,"(array([90,  9]), array([ 66, 117]))"
165,"(array([85, 78]), array([37, 18]))"
165,"(array([106,  93]), array([92, 25]))"
165,"(array([10, 68]), array([ 99, 107]))"
165,"(array([67, 76]), array([  7, 114]))"
165,"(array([97,  7]), array([29, 15]))"
165,"(array([34, 15]), array([70, 87]))"
165,"(array([1, 0]), array([  5, 115]))"
165,"(array([77, 89]), array([20, 18]))"
165,"(array([65, 90]), array([44,  7]))"
165,"(array([ 97, 112]), array([18, 90]))"
165,"(array([16, 97]), array([104,  88]))"
165,"(array([67, 95]), array([ 5, 73]))"
165,"(array([95, 15]), array([10, 89]))"
165,"(array([102,  24]), array([42, 14]))"
165,"(array([91, 72]), array([ 6, 94]))"
165,"(array([100, 104]), array([39, 14]))"
165,"(array([34, 11]), array([101,  12]))"
165,"(array([ 77, 104]), array([10, 84]))"
165,"(array([117,  62]), array([ 6, 84]))"
165,"(array([101, 100]), array([108,  27]))"
165,"(array([33,  6]), array([  3, 110]))"
165,"(array([13, 87]), array([33,  4]))"
165,"(array([ 96, 116]), array([106,   6]))"
165,"(array([112, 113]), array([31, 11]))"
166,"(array([112,  20]), array([44, 16]))"
166,"(array([15, 73]), array([106,  20]))"
166,"(array([51,  5]), array([107,  30]))"
170,"(array([67,  6]), array([43, 94]))"
171,"(array([115,  71]), array([74, 29]))"
171,"(array([ 11, 108]), array([ 75, 106]))"
171,"(array([113,  51]), array([80, 85]))"
171,"(array([20, 12]), array([ 10, 111]))"
171,"(array([118,  79]), array([  1, 106]))"
171,"(array([85, 32]), array([ 29, 105]))"
171,"(array([115,   4]), array([82, 80]))"
171,"(array([85, 50]), array([ 71, 104]))"
171,"(array([90, 19]), array([117,  21]))"
171,"(array([  9, 117]), array([116,  92]))"
174,"(array([42, 24]), array([103,  45]))"
174,"(array([33, 94]), array([111,  87]))"
174,"(array([49, 83]), array([117, 113]))"
174,"(array([22,  0]), array([112,  71]))"
174,"(array([51, 33]), array([116,  69]))"
174,"(array([21, 65]), array([102,  69]))"
181,"(array([93, 56]), array([ 55, 114]))"
181,"(array([ 90, 112]), array([12, 13]))"
181,"(array([ 9, 35]), array([110, 109]))"
181,"(array([22, 46]), array([85, 59]))"
181,"(array([106,  20]), array([42, 98]))"
181,"(array([ 95, 118]), array([102,  42]))"
181,"(array([13, 38]), array([ 40, 117]))"
181,"(array([ 91, 118]), array([88, 57]))"
181,"(array([45, 94]), array([91, 51]))"
181,"(array([61, 45]), array([ 53, 118]))"
181,"(array([ 5, 15]), array([11,  1]))"
181,"(array([19, 23]), array([ 68, 111]))"
181,"(array([16, 42]), array([83, 13]))"
181,"(array([15,  5]), array([64, 52]))"
181,"(array([54, 90]), array([85, 53]))"
181,"(array([ 20, 106]), array([100,  47]))"
181,"(array([102,  10]), array([43, 88]))"
181,"(array([93, 87]), array([ 6, 40]))"
181,"(array([113,   5]), array([ 25, 100]))"
181,"(array([ 95, 100]), array([64, 49]))"
181,"(array([12, 43]), array([ 73, 107]))"
181,"(array([ 83, 108]), array([80, 51]))"
181,"(array([110,   8]), array([ 62, 111]))"
181,"(array([99, 51]), array([47, 99]))"
181,"(array([ 0, 17]), array([9, 0]))"
181,"(array([82, 50]), array([ 0, 40]))"
181,"(array([2, 9]), array([45, 96]))"
181,"(array([91, 90]), array([96, 60]))"
181,"(array([ 55, 102]), array([ 9, 43]))"
181,"(array([80,  8]), array([10, 21]))"
188,"(array([98, 73]), array([89, 61]))"
188,"(array([ 88, 113]), array([23, 88]))"
188,"(array([94, 43]), array([39, 35]))"
188,"(array([75, 38]), array([26, 27]))"
188,"(array([25, 38]), array([116,  17]))"
188,"(array([33, 65]), array([88, 43]))"
188,"(array([79, 33]), array([ 5, 54]))"
188,"(array([46, 61]), array([82, 46]))"
188,"(array([ 13, 109]), array([96, 63]))"
188,"(array([104,  50]), array([54, 78]))"
188,"(array([85, 43]), array([ 7, 18]))"
188,"(array([37, 80]), array([83, 30]))"
188,"(array([30, 64]), array([  4, 103]))"
189,"(array([ 4, 94]), array([98, 33]))"
189,"(array([22, 42]), array([49,  3]))"
189,"(array([109, 103]), array([53,  5]))"
189,"(array([54, 91]), array([116, 118]))"
